PK,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,YEAR,MONTH
79,ADD,"Addis Ababa, Ethiopia",LAX,"Los Angeles, CA",2018,6
80,ADD,"Addis Ababa, Ethiopia",LAX,"Los Angeles, CA",2018,7
81,ADD,"Addis Ababa, Ethiopia",LAX,"Los Angeles, CA",2018,8
82,ADD,"Addis Ababa, Ethiopia",LAX,"Los Angeles, CA",2018,9
83,ADD,"Addis Ababa, Ethiopia",LAX,"Los Angeles, CA",2018,10
84,ADD,"Addis Ababa, Ethiopia",LAX,"Los Angeles, CA",2018,11
85,ADD,"Addis Ababa, Ethiopia",LAX,"Los Angeles, CA",2018,12
86,ADD,"Addis Ababa, Ethiopia",ORD,"Chicago, IL",2018,6
87,ADD,"Addis Ababa, Ethiopia",ORD,"Chicago, IL",2018,7
88,ADD,"Addis Ababa, Ethiopia",ORD,"Chicago, IL",2018,8
89,ADD,"Addis Ababa, Ethiopia",ORD,"Chicago, IL",2018,9
90,ADD,"Addis Ababa, Ethiopia",ORD,"Chicago, IL",2018,10
91,ADD,"Addis Ababa, Ethiopia",ORD,"Chicago, IL",2018,11
92,ADD,"Addis Ababa, Ethiopia",ORD,"Chicago, IL",2018,12
93,ADQ,"Kodiak, AK",ANC,"Anchorage, AK",2018,8
94,ADQ,"Kodiak, AK",ILI,"Iliamna, AK",2018,1
95,ADQ,"Kodiak, AK",ILI,"Iliamna, AK",2018,3
96,ADQ,"Kodiak, AK",ILI,"Iliamna, AK",2018,4
97,ADQ,"Kodiak, AK",ILI,"Iliamna, AK",2018,5
98,ADQ,"Kodiak, AK",ILI,"Iliamna, AK",2018,6
99,ADQ,"Kodiak, AK",ILI,"Iliamna, AK",2018,7
100,ADQ,"Kodiak, AK",ILI,"Iliamna, AK",2018,8
101,ADQ,"Kodiak, AK",ILI,"Iliamna, AK",2018,9
102,ADQ,"Kodiak, AK",ILI,"Iliamna, AK",2018,10
103,ADQ,"Kodiak, AK",ILI,"Iliamna, AK",2018,12
104,ADS,"Dallas, TX",YVR,"Vancouver, Canada",2018,4
105,ADS,"Dallas, TX",YYZ,"Toronto, Canada",2018,11
106,ADW,"Camp Springs, MD",COO,"Cotonou, Benin",2018,9
107,AEX,"Alexandria, LA",ANC,"Anchorage, AK",2018,2
108,AEX,"Alexandria, LA",CPR,"Casper, WY",2018,10
109,AEX,"Alexandria, LA",IAD,"Washington, DC",2018,9
110,AFW,"Dallas/Fort Worth, TX",AFW,"Dallas/Fort Worth, TX",2018,7
111,AFW,"Dallas/Fort Worth, TX",KEF,"Keflavik/Reykjavik, Iceland",2018,8
112,AFW,"Dallas/Fort Worth, TX",ORK,"Cork, Ireland",2018,6
113,AFW,"Dallas/Fort Worth, TX",SID,"Sal Island, Cape Verde",2018,5
114,AGP,"Malaga, Spain",BGR,"Bangor, ME",2018,8
115,AGP,"Malaga, Spain",HPN,"White Plains, NY",2018,7
116,AGP,"Malaga, Spain",JFK,"New York, NY",2018,8
117,AGP,"Malaga, Spain",TEB,"Teterboro, NJ",2018,8
118,AGS,"Augusta, GA",DEN,"Denver, CO",2018,4
119,AGS,"Augusta, GA",YYZ,"Toronto, Canada",2018,2
120,AGS,"Augusta, GA",YYZ,"Toronto, Canada",2018,4
121,AGS,"Augusta, GA",YYZ,"Toronto, Canada",2018,4
122,AGS,"Augusta, GA",YYZ,"Toronto, Canada",2018,4
123,AGS,"Augusta, GA",YYZ,"Toronto, Canada",2018,4
124,AGS,"Augusta, GA",YYZ,"Toronto, Canada",2018,6
125,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,1
126,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,1
127,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,2
128,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,2
129,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,2
130,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,3
131,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,3
132,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,3
133,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,4
134,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,4
135,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,5
136,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,5
137,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,6
138,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,6
139,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,6
140,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,7
141,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,7
142,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,8
143,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,8
144,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,8
145,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,9
146,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,9
147,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,10
148,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,10
149,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,11
150,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,11
151,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,12
152,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2018,12
153,AKJ,"Asahikawa, Japan",HNL,"Honolulu, HI",2018,11
154,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2018,1
155,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2018,1
156,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2018,2
157,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2018,3
158,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2018,3
159,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2018,4
160,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2018,4
161,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2018,5
162,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2018,6
163,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2018,6
164,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2018,7
165,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2018,8
166,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2018,8
167,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2018,9
168,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2018,9
169,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2018,10
170,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2018,10
171,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2018,11
172,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2018,12
173,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2018,1
174,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2018,2
175,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2018,3
176,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2018,4
177,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2018,5
178,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2018,5
179,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2018,6
180,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2018,7
181,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2018,8
182,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2018,9
183,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2018,10
184,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2018,11
185,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2018,11
186,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2018,11
187,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2018,12
188,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2018,12
189,AKL,"Auckland, New Zealand",LAS,"Las Vegas, NV",2018,8
190,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2018,1
191,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2018,2
192,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2018,3
193,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2018,4
194,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2018,5
195,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2018,5
196,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2018,6
197,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2018,6
198,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2018,7
199,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2018,7
200,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2018,8
201,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2018,8
202,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2018,9
203,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2018,9
204,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2018,10
205,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2018,10
206,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2018,11
207,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2018,11
208,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2018,12
209,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2018,12
210,AKL,"Auckland, New Zealand",ORD,"Chicago, IL",2018,11
211,AKL,"Auckland, New Zealand",ORD,"Chicago, IL",2018,12
212,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2018,1
213,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2018,1
214,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2018,2
215,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2018,3
216,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2018,3
217,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2018,4
218,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2018,4
219,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2018,5
220,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2018,5
221,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2018,6
222,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2018,6
223,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2018,7
224,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2018,7
225,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2018,8
226,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2018,8
227,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2018,9
228,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2018,9
229,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2018,10
230,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2018,10
231,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2018,11
232,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2018,12
233,AKN,"King Salmon, AK",DLG,"Dillingham, AK",2018,4
234,AKN,"King Salmon, AK",PTH,"Port Heiden, AK",2018,1
235,AKN,"King Salmon, AK",PTH,"Port Heiden, AK",2018,2
236,AKN,"King Salmon, AK",PTH,"Port Heiden, AK",2018,3
237,AKN,"King Salmon, AK",PTH,"Port Heiden, AK",2018,4
238,AKN,"King Salmon, AK",PTH,"Port Heiden, AK",2018,5
239,AKN,"King Salmon, AK",PTH,"Port Heiden, AK",2018,6
240,AKN,"King Salmon, AK",PTH,"Port Heiden, AK",2018,7
241,AKN,"King Salmon, AK",PTH,"Port Heiden, AK",2018,8
242,AKN,"King Salmon, AK",PTH,"Port Heiden, AK",2018,9
243,AKN,"King Salmon, AK",PTH,"Port Heiden, AK",2018,10
244,AKN,"King Salmon, AK",PTH,"Port Heiden, AK",2018,11
245,AKN,"King Salmon, AK",PTH,"Port Heiden, AK",2018,12
246,AKN,"King Salmon, AK",RBH,"Brooks Lodge, AK",2018,8
247,AL7,"Jasper, AL",CPR,"Casper, WY",2018,11
248,ALB,"Albany, NY",APF,"Naples, FL",2018,3
249,ALB,"Albany, NY",BOS,"Boston, MA",2018,10
250,ALB,"Albany, NY",DTW,"Detroit, MI",2018,4
251,ALB,"Albany, NY",LGW,"London, United Kingdom",2018,1
252,ALB,"Albany, NY",SYR,"Syracuse, NY",2018,7
253,ALB,"Albany, NY",YHM,"Hamilton, Canada",2018,9
254,ALB,"Albany, NY",YOW,"Ottawa, Canada",2018,3
255,ALB,"Albany, NY",YVR,"Vancouver, Canada",2018,5
256,ALB,"Albany, NY",YVR,"Vancouver, Canada",2018,7
257,ALS,"Alamosa, CO",ABQ,"Albuquerque, NM",2018,5
258,ALS,"Alamosa, CO",ALS,"Alamosa, CO",2018,11
259,AMM,"Amman, Jordan",DTW,"Detroit, MI",2018,1
260,AMM,"Amman, Jordan",DTW,"Detroit, MI",2018,6
261,AMM,"Amman, Jordan",DTW,"Detroit, MI",2018,7
262,AMM,"Amman, Jordan",DTW,"Detroit, MI",2018,8
263,AMM,"Amman, Jordan",DTW,"Detroit, MI",2018,9
264,AMM,"Amman, Jordan",DTW,"Detroit, MI",2018,12
265,AMM,"Amman, Jordan",JFK,"New York, NY",2018,1
266,AMM,"Amman, Jordan",JFK,"New York, NY",2018,1
267,AMM,"Amman, Jordan",JFK,"New York, NY",2018,2
268,AMM,"Amman, Jordan",JFK,"New York, NY",2018,2
269,AMM,"Amman, Jordan",JFK,"New York, NY",2018,3
270,AMM,"Amman, Jordan",JFK,"New York, NY",2018,3
271,AMM,"Amman, Jordan",JFK,"New York, NY",2018,4
272,AMM,"Amman, Jordan",JFK,"New York, NY",2018,4
273,AMM,"Amman, Jordan",JFK,"New York, NY",2018,5
274,AMM,"Amman, Jordan",JFK,"New York, NY",2018,5
275,AMM,"Amman, Jordan",JFK,"New York, NY",2018,6
276,AMM,"Amman, Jordan",JFK,"New York, NY",2018,6
277,AMM,"Amman, Jordan",JFK,"New York, NY",2018,7
278,AMM,"Amman, Jordan",JFK,"New York, NY",2018,7
279,AMM,"Amman, Jordan",JFK,"New York, NY",2018,8
280,AMM,"Amman, Jordan",JFK,"New York, NY",2018,8
281,AMM,"Amman, Jordan",JFK,"New York, NY",2018,9
282,AMM,"Amman, Jordan",JFK,"New York, NY",2018,9
283,AMM,"Amman, Jordan",JFK,"New York, NY",2018,10
284,AMM,"Amman, Jordan",JFK,"New York, NY",2018,10
285,AMM,"Amman, Jordan",JFK,"New York, NY",2018,11
286,AMM,"Amman, Jordan",JFK,"New York, NY",2018,11
287,AMM,"Amman, Jordan",JFK,"New York, NY",2018,12
288,AMM,"Amman, Jordan",ORD,"Chicago, IL",2018,1
289,AMM,"Amman, Jordan",ORD,"Chicago, IL",2018,2
290,AMM,"Amman, Jordan",ORD,"Chicago, IL",2018,3
291,AMM,"Amman, Jordan",ORD,"Chicago, IL",2018,4
292,AMM,"Amman, Jordan",ORD,"Chicago, IL",2018,5
293,AMM,"Amman, Jordan",ORD,"Chicago, IL",2018,6
294,AMM,"Amman, Jordan",ORD,"Chicago, IL",2018,7
295,AMM,"Amman, Jordan",ORD,"Chicago, IL",2018,8
296,AMM,"Amman, Jordan",ORD,"Chicago, IL",2018,9
297,AMM,"Amman, Jordan",ORD,"Chicago, IL",2018,10
298,AMM,"Amman, Jordan",ORD,"Chicago, IL",2018,11
299,AMM,"Amman, Jordan",ORD,"Chicago, IL",2018,12
300,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2018,1
301,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2018,1
302,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2018,2
303,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2018,2
304,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2018,2
305,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2018,3
306,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2018,3
307,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2018,4
308,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2018,4
309,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2018,5
310,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2018,5
311,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2018,6
312,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2018,6
313,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2018,7
314,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2018,7
315,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2018,8
316,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2018,8
317,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2018,9
318,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2018,9
319,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2018,10
320,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2018,10
321,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2018,10
322,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2018,11
323,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2018,11
324,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2018,12
325,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2018,12
326,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2018,12
327,AMS,"Amsterdam, Netherlands",BGR,"Bangor, ME",2018,6
328,AMS,"Amsterdam, Netherlands",BNA,"Nashville, TN",2018,2
329,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2018,8
330,AMS,"Amsterdam, Netherlands",BWI,"Baltimore, MD",2018,5
331,AMS,"Amsterdam, Netherlands",CMH,"Columbus, OH",2018,6
332,AMS,"Amsterdam, Netherlands",FOK,"Westhampton, NY",2018,12
333,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,1
334,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,1
335,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,1
336,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,2
337,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,2
338,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,2
339,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,2
340,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,3
341,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,3
342,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,3
343,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,3
344,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,4
345,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,4
346,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,4
347,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,5
348,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,5
349,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,5
350,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,6
351,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,6
352,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,6
353,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,7
354,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,7
355,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,7
356,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,8
357,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,8
358,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,8
359,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,9
360,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,9
361,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,9
362,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,10
363,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,10
364,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,10
365,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,10
366,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,11
367,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,11
368,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,11
369,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,11
370,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,12
371,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,12
372,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,12
373,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2018,12
374,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2018,1
375,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2018,1
