PK,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,YEAR,MONTH
52,ACY,"Atlantic City, NJ",YYZ,"Toronto, Canada",2021,8
53,ADD,"Addis Ababa, Ethiopia",EWR,"Newark, NJ",2021,1
54,ADD,"Addis Ababa, Ethiopia",EWR,"Newark, NJ",2021,2
55,ADD,"Addis Ababa, Ethiopia",EWR,"Newark, NJ",2021,3
56,ADD,"Addis Ababa, Ethiopia",EWR,"Newark, NJ",2021,4
57,ADD,"Addis Ababa, Ethiopia",EWR,"Newark, NJ",2021,5
58,ADD,"Addis Ababa, Ethiopia",EWR,"Newark, NJ",2021,6
59,ADD,"Addis Ababa, Ethiopia",EWR,"Newark, NJ",2021,7
60,ADD,"Addis Ababa, Ethiopia",EWR,"Newark, NJ",2021,8
61,ADD,"Addis Ababa, Ethiopia",EWR,"Newark, NJ",2021,9
62,ADD,"Addis Ababa, Ethiopia",EWR,"Newark, NJ",2021,10
63,ADD,"Addis Ababa, Ethiopia",EWR,"Newark, NJ",2021,11
64,ADD,"Addis Ababa, Ethiopia",EWR,"Newark, NJ",2021,12
65,ADD,"Addis Ababa, Ethiopia",IAD,"Washington, DC",2021,1
66,ADD,"Addis Ababa, Ethiopia",IAD,"Washington, DC",2021,2
67,ADD,"Addis Ababa, Ethiopia",IAD,"Washington, DC",2021,3
68,ADD,"Addis Ababa, Ethiopia",IAD,"Washington, DC",2021,4
69,ADD,"Addis Ababa, Ethiopia",IAD,"Washington, DC",2021,5
70,ADD,"Addis Ababa, Ethiopia",IAD,"Washington, DC",2021,6
71,ADD,"Addis Ababa, Ethiopia",IAD,"Washington, DC",2021,7
72,ADD,"Addis Ababa, Ethiopia",IAD,"Washington, DC",2021,8
73,ADD,"Addis Ababa, Ethiopia",IAD,"Washington, DC",2021,9
74,ADD,"Addis Ababa, Ethiopia",IAD,"Washington, DC",2021,10
75,ADD,"Addis Ababa, Ethiopia",IAD,"Washington, DC",2021,11
76,ADD,"Addis Ababa, Ethiopia",IAD,"Washington, DC",2021,12
77,ADD,"Addis Ababa, Ethiopia",JFK,"New York, NY",2021,1
78,ADD,"Addis Ababa, Ethiopia",JFK,"New York, NY",2021,1
79,ADD,"Addis Ababa, Ethiopia",JFK,"New York, NY",2021,2
80,ADD,"Addis Ababa, Ethiopia",JFK,"New York, NY",2021,3
81,ADD,"Addis Ababa, Ethiopia",JFK,"New York, NY",2021,3
82,ADD,"Addis Ababa, Ethiopia",JFK,"New York, NY",2021,4
83,ADD,"Addis Ababa, Ethiopia",JFK,"New York, NY",2021,4
84,ADD,"Addis Ababa, Ethiopia",JFK,"New York, NY",2021,5
85,ADD,"Addis Ababa, Ethiopia",JFK,"New York, NY",2021,5
86,ADD,"Addis Ababa, Ethiopia",JFK,"New York, NY",2021,6
87,ADD,"Addis Ababa, Ethiopia",JFK,"New York, NY",2021,7
88,ADD,"Addis Ababa, Ethiopia",JFK,"New York, NY",2021,8
89,ADD,"Addis Ababa, Ethiopia",JFK,"New York, NY",2021,9
90,ADD,"Addis Ababa, Ethiopia",JFK,"New York, NY",2021,10
91,ADD,"Addis Ababa, Ethiopia",JFK,"New York, NY",2021,11
92,ADD,"Addis Ababa, Ethiopia",JFK,"New York, NY",2021,12
93,ADD,"Addis Ababa, Ethiopia",MIA,"Miami, FL",2021,1
94,ADD,"Addis Ababa, Ethiopia",MIA,"Miami, FL",2021,2
95,ADD,"Addis Ababa, Ethiopia",MIA,"Miami, FL",2021,3
96,ADD,"Addis Ababa, Ethiopia",MIA,"Miami, FL",2021,4
97,ADD,"Addis Ababa, Ethiopia",MIA,"Miami, FL",2021,5
98,ADD,"Addis Ababa, Ethiopia",ORD,"Chicago, IL",2021,1
99,ADD,"Addis Ababa, Ethiopia",ORD,"Chicago, IL",2021,2
100,ADD,"Addis Ababa, Ethiopia",ORD,"Chicago, IL",2021,3
101,ADD,"Addis Ababa, Ethiopia",ORD,"Chicago, IL",2021,4
102,ADD,"Addis Ababa, Ethiopia",ORD,"Chicago, IL",2021,5
103,ADD,"Addis Ababa, Ethiopia",ORD,"Chicago, IL",2021,6
104,ADD,"Addis Ababa, Ethiopia",ORD,"Chicago, IL",2021,7
105,ADD,"Addis Ababa, Ethiopia",ORD,"Chicago, IL",2021,8
106,ADD,"Addis Ababa, Ethiopia",ORD,"Chicago, IL",2021,9
107,ADD,"Addis Ababa, Ethiopia",ORD,"Chicago, IL",2021,10
108,ADD,"Addis Ababa, Ethiopia",ORD,"Chicago, IL",2021,11
109,ADD,"Addis Ababa, Ethiopia",ORD,"Chicago, IL",2021,12
110,ADL,"Adelaide, Australia",HNL,"Honolulu, HI",2021,9
111,ADL,"Adelaide, Australia",SFO,"San Francisco, CA",2021,9
112,ADS,"Dallas, TX",HOU,"Houston, TX",2021,10
113,ADS,"Dallas, TX",YYZ,"Toronto, Canada",2021,4
114,ADS,"Dallas, TX",YYZ,"Toronto, Canada",2021,4
115,ADS,"Dallas, TX",YYZ,"Toronto, Canada",2021,5
116,ADS,"Dallas, TX",YYZ,"Toronto, Canada",2021,5
117,ADW,"Camp Springs, MD",TLV,"Tel Aviv, Israel",2021,8
118,AEX,"Alexandria, LA",ATL,"Atlanta, GA",2021,4
119,AEX,"Alexandria, LA",ATL,"Atlanta, GA",2021,6
120,AEX,"Alexandria, LA",GTB,"Genting, Malaysia",2021,1
121,AEX,"Alexandria, LA",GTB,"Genting, Malaysia",2021,5
122,AEX,"Alexandria, LA",YEG,"Edmonton, Canada",2021,3
123,AEX,"Alexandria, LA",YYC,"Calgary, Canada",2021,2
124,AFW,"Dallas/Fort Worth, TX",AFW,"Dallas/Fort Worth, TX",2021,12
125,AFW,"Dallas/Fort Worth, TX",BSL,"Mulhouse, France",2021,6
126,AFW,"Dallas/Fort Worth, TX",LAX,"Los Angeles, CA",2021,11
127,AFW,"Dallas/Fort Worth, TX",YQX,"Gander, Canada",2021,9
128,AFW,"Dallas/Fort Worth, TX",YYR,"Goose Bay, Canada",2021,1
129,AGP,"Malaga, Spain",BCT,"Boca Raton, FL",2021,6
130,AGP,"Malaga, Spain",BCT,"Boca Raton, FL",2021,12
131,AGP,"Malaga, Spain",BGR,"Bangor, ME",2021,4
132,AGP,"Malaga, Spain",DPA,"Chicago, IL",2021,10
133,AGP,"Malaga, Spain",HPN,"White Plains, NY",2021,10
134,AGP,"Malaga, Spain",MCO,"Orlando, FL",2021,10
135,AGP,"Malaga, Spain",OPF,"Miami, FL",2021,8
136,AGP,"Malaga, Spain",SCF,"Phoenix, AZ",2021,10
137,AGP,"Malaga, Spain",TEB,"Teterboro, NJ",2021,7
138,AGP,"Malaga, Spain",TXK,"Texarkana, AR",2021,10
139,AGS,"Augusta, GA",FSD,"Sioux Falls, SD",2021,8
140,AGS,"Augusta, GA",TLC,"Toluca, Mexico",2021,4
141,AGS,"Augusta, GA",YYC,"Calgary, Canada",2021,9
142,AGS,"Augusta, GA",YYZ,"Toronto, Canada",2021,11
143,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2021,1
144,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2021,1
145,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2021,2
146,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2021,2
147,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2021,3
148,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2021,3
149,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2021,4
150,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2021,4
151,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2021,5
152,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2021,5
153,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2021,6
154,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2021,6
155,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2021,7
156,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2021,8
157,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2021,8
158,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2021,9
159,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2021,9
160,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2021,10
161,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2021,10
162,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2021,11
163,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2021,11
164,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2021,12
165,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2021,12
166,AGU,"Aguascalientes, Mexico",MDW,"Chicago, IL",2021,1
167,AGU,"Aguascalientes, Mexico",MDW,"Chicago, IL",2021,2
168,AGU,"Aguascalientes, Mexico",MDW,"Chicago, IL",2021,3
169,AGU,"Aguascalientes, Mexico",MDW,"Chicago, IL",2021,4
170,AGU,"Aguascalientes, Mexico",MDW,"Chicago, IL",2021,5
171,AGU,"Aguascalientes, Mexico",MDW,"Chicago, IL",2021,5
172,AGU,"Aguascalientes, Mexico",MDW,"Chicago, IL",2021,6
173,AGU,"Aguascalientes, Mexico",MDW,"Chicago, IL",2021,7
174,AGU,"Aguascalientes, Mexico",MDW,"Chicago, IL",2021,8
175,AGU,"Aguascalientes, Mexico",MDW,"Chicago, IL",2021,9
176,AGU,"Aguascalientes, Mexico",MDW,"Chicago, IL",2021,10
177,AGU,"Aguascalientes, Mexico",MDW,"Chicago, IL",2021,11
178,AGU,"Aguascalientes, Mexico",MDW,"Chicago, IL",2021,12
179,AGU,"Aguascalientes, Mexico",TUS,"Tucson, AZ",2021,10
180,AHN,"Athens, GA",IAH,"Houston, TX",2021,2
181,AKL,"Auckland, New Zealand",BFI,"Seattle, WA",2021,4
182,AKL,"Auckland, New Zealand",BFI,"Seattle, WA",2021,6
183,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2021,4
184,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2021,6
185,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2021,1
186,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2021,1
187,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2021,2
188,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2021,2
189,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2021,3
190,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2021,3
191,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2021,4
192,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2021,4
193,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2021,5
194,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2021,5
195,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2021,6
196,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2021,6
197,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2021,7
198,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2021,7
199,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2021,8
200,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2021,8
201,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2021,9
202,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2021,9
203,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2021,10
204,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2021,10
205,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2021,11
206,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2021,11
207,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2021,12
208,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2021,12
209,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2021,1
210,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2021,2
211,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2021,3
212,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2021,4
213,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2021,5
214,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2021,6
215,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2021,7
216,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2021,8
217,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2021,9
218,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2021,10
219,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2021,11
220,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2021,12
221,AKL,"Auckland, New Zealand",SNA,"Santa Ana, CA",2021,3
222,ALB,"Albany, NY",ACK,"Nantucket, MA",2021,7
223,ALB,"Albany, NY",FAB,"Farnborough, United Kingdom",2021,8
224,ALB,"Albany, NY",HFD,"Hartford, CT",2021,4
225,ALB,"Albany, NY",PBI,"West Palm Beach/Palm Beach, FL",2021,9
226,ALB,"Albany, NY",PEG,"Perugia, Italy",2021,12
227,ALB,"Albany, NY",TEB,"Teterboro, NJ",2021,10
228,ALB,"Albany, NY",YUL,"Montreal, Canada",2021,10
229,ALB,"Albany, NY",YYZ,"Toronto, Canada",2021,1
230,ALB,"Albany, NY",YYZ,"Toronto, Canada",2021,8
231,ALB,"Albany, NY",YYZ,"Toronto, Canada",2021,9
232,ALB,"Albany, NY",YYZ,"Toronto, Canada",2021,10
233,ALB,"Albany, NY",YYZ,"Toronto, Canada",2021,11
234,AMA,"Amarillo, TX",OMA,"Omaha, NE",2021,2
235,AMG,"Amboin, Papua New Guinea",BEH,"Benton Harbor/St. Joseph, MI",2021,5
236,AMM,"Amman, Jordan",DTW,"Detroit, MI",2021,3
237,AMM,"Amman, Jordan",DTW,"Detroit, MI",2021,4
238,AMM,"Amman, Jordan",DTW,"Detroit, MI",2021,5
239,AMM,"Amman, Jordan",DTW,"Detroit, MI",2021,6
240,AMM,"Amman, Jordan",DTW,"Detroit, MI",2021,7
241,AMM,"Amman, Jordan",DTW,"Detroit, MI",2021,8
242,AMM,"Amman, Jordan",DTW,"Detroit, MI",2021,12
243,AMM,"Amman, Jordan",JFK,"New York, NY",2021,1
244,AMM,"Amman, Jordan",JFK,"New York, NY",2021,2
245,AMM,"Amman, Jordan",JFK,"New York, NY",2021,3
246,AMM,"Amman, Jordan",JFK,"New York, NY",2021,4
247,AMM,"Amman, Jordan",JFK,"New York, NY",2021,5
248,AMM,"Amman, Jordan",JFK,"New York, NY",2021,6
249,AMM,"Amman, Jordan",JFK,"New York, NY",2021,7
250,AMM,"Amman, Jordan",JFK,"New York, NY",2021,8
251,AMM,"Amman, Jordan",JFK,"New York, NY",2021,9
252,AMM,"Amman, Jordan",JFK,"New York, NY",2021,10
253,AMM,"Amman, Jordan",JFK,"New York, NY",2021,11
254,AMM,"Amman, Jordan",JFK,"New York, NY",2021,12
255,AMM,"Amman, Jordan",ORD,"Chicago, IL",2021,1
256,AMM,"Amman, Jordan",ORD,"Chicago, IL",2021,2
257,AMM,"Amman, Jordan",ORD,"Chicago, IL",2021,3
258,AMM,"Amman, Jordan",ORD,"Chicago, IL",2021,4
259,AMM,"Amman, Jordan",ORD,"Chicago, IL",2021,5
260,AMM,"Amman, Jordan",ORD,"Chicago, IL",2021,6
261,AMM,"Amman, Jordan",ORD,"Chicago, IL",2021,7
262,AMM,"Amman, Jordan",ORD,"Chicago, IL",2021,8
263,AMM,"Amman, Jordan",ORD,"Chicago, IL",2021,9
264,AMM,"Amman, Jordan",ORD,"Chicago, IL",2021,10
265,AMM,"Amman, Jordan",ORD,"Chicago, IL",2021,11
266,AMM,"Amman, Jordan",ORD,"Chicago, IL",2021,12
267,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,1
268,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,1
269,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,1
270,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,1
271,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,2
272,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,2
273,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,3
274,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,3
275,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,4
276,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,4
277,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,4
278,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,5
279,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,5
280,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,5
281,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,5
282,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,6
283,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,6
284,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,6
285,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,6
286,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,7
287,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,7
288,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,7
289,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,7
290,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,7
291,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,8
292,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,8
293,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,8
294,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,9
295,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,9
296,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,9
297,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,9
298,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,10
299,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,10
300,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,10
301,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,10
302,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,11
303,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,11
304,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,11
305,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,11
306,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,12
307,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,12
308,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,12
309,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2021,12
310,AMS,"Amsterdam, Netherlands",BED,"Bedford, MA",2021,12
311,AMS,"Amsterdam, Netherlands",BGR,"Bangor, ME",2021,11
312,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2021,1
313,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2021,1
314,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2021,2
315,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2021,3
316,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2021,4
317,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2021,4
318,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2021,5
319,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2021,5
320,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2021,5
321,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2021,6
322,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2021,6
323,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2021,7
324,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2021,7
325,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2021,8
326,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2021,8
327,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2021,9
328,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2021,10
329,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2021,10
330,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2021,11
331,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2021,11
332,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2021,12
333,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2021,12
334,AMS,"Amsterdam, Netherlands",DVT,"Phoenix, AZ",2021,4
335,AMS,"Amsterdam, Netherlands",FLL,"Fort Lauderdale, FL",2021,4
336,AMS,"Amsterdam, Netherlands",GSP,"Greer, SC",2021,2
337,AMS,"Amsterdam, Netherlands",GSP,"Greer, SC",2021,3
338,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2021,1
339,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2021,1
340,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2021,2
341,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2021,2
342,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2021,3
343,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2021,3
344,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2021,4
345,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2021,4
346,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2021,5
347,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2021,5
348,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2021,6
349,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2021,6
350,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2021,7
351,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2021,7
352,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2021,8
353,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2021,8
354,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2021,8
355,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2021,9
356,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2021,9
357,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2021,10
358,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2021,10
359,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2021,11
360,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2021,11
361,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2021,12
362,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2021,12
363,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2021,1
364,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2021,1
365,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2021,2
366,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2021,3
367,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2021,3
368,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2021,4
369,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2021,4
370,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2021,4
371,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2021,5
372,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2021,5
373,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2021,5
