PK,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,YEAR,MONTH
95,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2014,3
96,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2014,4
97,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2014,4
98,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2014,5
99,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2014,6
100,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2014,7
101,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2014,8
102,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2014,8
103,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2014,9
104,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2014,10
105,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2014,11
106,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2014,12
107,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2014,1
108,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2014,1
109,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2014,2
110,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2014,2
111,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2014,3
112,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2014,3
113,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2014,4
114,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2014,4
115,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2014,5
116,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2014,5
117,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2014,6
118,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2014,6
119,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2014,7
120,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2014,7
121,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2014,8
122,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2014,9
123,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2014,9
124,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2014,10
125,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2014,10
126,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2014,11
127,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2014,11
128,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2014,12
129,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2014,12
130,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,1
131,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,1
132,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,2
133,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,2
134,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,3
135,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,3
136,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,4
137,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,4
138,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,5
139,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,5
140,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,6
141,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,6
142,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,6
143,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,7
144,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,7
145,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,7
146,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,8
147,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,8
148,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,8
149,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,9
150,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,9
151,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,9
152,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,10
153,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,10
154,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,11
155,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,11
156,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,12
157,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2014,12
158,AKN,"King Salmon, AK",AKN,"King Salmon, AK",2014,2
159,AKN,"King Salmon, AK",AKN,"King Salmon, AK",2014,5
160,AKN,"King Salmon, AK",AKN,"King Salmon, AK",2014,6
161,AKN,"King Salmon, AK",AKN,"King Salmon, AK",2014,8
162,AKN,"King Salmon, AK",AKN,"King Salmon, AK",2014,10
163,AKN,"King Salmon, AK",AKN,"King Salmon, AK",2014,12
164,AKN,"King Salmon, AK",DLG,"Dillingham, AK",2014,6
165,AKN,"King Salmon, AK",DLG,"Dillingham, AK",2014,8
166,AKN,"King Salmon, AK",DLG,"Dillingham, AK",2014,9
167,AKN,"King Salmon, AK",PTH,"Port Heiden, AK",2014,6
168,AKN,"King Salmon, AK",PTH,"Port Heiden, AK",2014,12
169,ALB,"Albany, NY",ATL,"Atlanta, GA",2014,12
170,ALB,"Albany, NY",DTW,"Detroit, MI",2014,9
171,ALB,"Albany, NY",LEX,"Lexington, KY",2014,9
172,ALB,"Albany, NY",ORD,"Chicago, IL",2014,1
173,ALB,"Albany, NY",PWM,"Portland, ME",2014,1
174,ALB,"Albany, NY",YHU,"Montreal, Canada",2014,8
175,ALB,"Albany, NY",YHU,"Montreal, Canada",2014,10
176,ALB,"Albany, NY",YUL,"Montreal, Canada",2014,10
177,ALB,"Albany, NY",YYT,"St. John's, Canada",2014,4
178,ALB,"Albany, NY",YYZ,"Toronto, Canada",2014,8
179,AMM,"Amman, Jordan",DTW,"Detroit, MI",2014,1
180,AMM,"Amman, Jordan",DTW,"Detroit, MI",2014,1
181,AMM,"Amman, Jordan",DTW,"Detroit, MI",2014,2
182,AMM,"Amman, Jordan",DTW,"Detroit, MI",2014,2
183,AMM,"Amman, Jordan",DTW,"Detroit, MI",2014,3
184,AMM,"Amman, Jordan",DTW,"Detroit, MI",2014,4
185,AMM,"Amman, Jordan",DTW,"Detroit, MI",2014,5
186,AMM,"Amman, Jordan",DTW,"Detroit, MI",2014,6
187,AMM,"Amman, Jordan",DTW,"Detroit, MI",2014,7
188,AMM,"Amman, Jordan",DTW,"Detroit, MI",2014,8
189,AMM,"Amman, Jordan",DTW,"Detroit, MI",2014,9
190,AMM,"Amman, Jordan",DTW,"Detroit, MI",2014,9
191,AMM,"Amman, Jordan",DTW,"Detroit, MI",2014,10
192,AMM,"Amman, Jordan",DTW,"Detroit, MI",2014,10
193,AMM,"Amman, Jordan",DTW,"Detroit, MI",2014,11
194,AMM,"Amman, Jordan",DTW,"Detroit, MI",2014,12
195,AMM,"Amman, Jordan",JFK,"New York, NY",2014,1
196,AMM,"Amman, Jordan",JFK,"New York, NY",2014,1
197,AMM,"Amman, Jordan",JFK,"New York, NY",2014,2
198,AMM,"Amman, Jordan",JFK,"New York, NY",2014,2
199,AMM,"Amman, Jordan",JFK,"New York, NY",2014,3
200,AMM,"Amman, Jordan",JFK,"New York, NY",2014,3
201,AMM,"Amman, Jordan",JFK,"New York, NY",2014,3
202,AMM,"Amman, Jordan",JFK,"New York, NY",2014,4
203,AMM,"Amman, Jordan",JFK,"New York, NY",2014,4
204,AMM,"Amman, Jordan",JFK,"New York, NY",2014,4
205,AMM,"Amman, Jordan",JFK,"New York, NY",2014,5
206,AMM,"Amman, Jordan",JFK,"New York, NY",2014,5
207,AMM,"Amman, Jordan",JFK,"New York, NY",2014,5
208,AMM,"Amman, Jordan",JFK,"New York, NY",2014,6
209,AMM,"Amman, Jordan",JFK,"New York, NY",2014,6
210,AMM,"Amman, Jordan",JFK,"New York, NY",2014,6
211,AMM,"Amman, Jordan",JFK,"New York, NY",2014,7
212,AMM,"Amman, Jordan",JFK,"New York, NY",2014,7
213,AMM,"Amman, Jordan",JFK,"New York, NY",2014,7
214,AMM,"Amman, Jordan",JFK,"New York, NY",2014,8
215,AMM,"Amman, Jordan",JFK,"New York, NY",2014,8
216,AMM,"Amman, Jordan",JFK,"New York, NY",2014,8
217,AMM,"Amman, Jordan",JFK,"New York, NY",2014,9
218,AMM,"Amman, Jordan",JFK,"New York, NY",2014,9
219,AMM,"Amman, Jordan",JFK,"New York, NY",2014,9
220,AMM,"Amman, Jordan",JFK,"New York, NY",2014,10
221,AMM,"Amman, Jordan",JFK,"New York, NY",2014,10
222,AMM,"Amman, Jordan",JFK,"New York, NY",2014,10
223,AMM,"Amman, Jordan",JFK,"New York, NY",2014,11
224,AMM,"Amman, Jordan",JFK,"New York, NY",2014,11
225,AMM,"Amman, Jordan",JFK,"New York, NY",2014,11
226,AMM,"Amman, Jordan",JFK,"New York, NY",2014,11
227,AMM,"Amman, Jordan",JFK,"New York, NY",2014,12
228,AMM,"Amman, Jordan",JFK,"New York, NY",2014,12
229,AMM,"Amman, Jordan",ORD,"Chicago, IL",2014,1
230,AMM,"Amman, Jordan",ORD,"Chicago, IL",2014,2
231,AMM,"Amman, Jordan",ORD,"Chicago, IL",2014,3
232,AMM,"Amman, Jordan",ORD,"Chicago, IL",2014,4
233,AMM,"Amman, Jordan",ORD,"Chicago, IL",2014,5
234,AMM,"Amman, Jordan",ORD,"Chicago, IL",2014,6
235,AMM,"Amman, Jordan",ORD,"Chicago, IL",2014,7
236,AMM,"Amman, Jordan",ORD,"Chicago, IL",2014,8
237,AMM,"Amman, Jordan",ORD,"Chicago, IL",2014,9
238,AMM,"Amman, Jordan",ORD,"Chicago, IL",2014,10
239,AMM,"Amman, Jordan",ORD,"Chicago, IL",2014,11
240,AMM,"Amman, Jordan",ORD,"Chicago, IL",2014,11
241,AMM,"Amman, Jordan",ORD,"Chicago, IL",2014,11
242,AMM,"Amman, Jordan",ORD,"Chicago, IL",2014,12
243,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,1
244,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,1
245,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,2
246,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,3
247,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,3
248,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,3
249,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,4
250,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,4
251,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,4
252,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,5
253,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,5
254,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,6
255,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,7
256,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,7
257,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,8
258,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,8
259,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,8
260,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,9
261,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,9
262,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,9
263,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,9
264,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,9
265,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,10
266,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,10
267,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,10
268,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,10
269,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,10
270,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,10
271,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,11
272,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,11
273,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,11
274,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,11
275,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,12
276,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,12
277,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,12
278,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,12
279,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2014,12
280,AMS,"Amsterdam, Netherlands",BNA,"Nashville, TN",2014,8
281,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2014,1
282,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2014,3
283,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2014,4
284,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2014,5
285,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2014,5
286,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2014,7
287,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2014,7
288,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2014,7
289,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2014,8
290,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2014,8
291,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2014,9
292,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2014,9
293,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2014,10
294,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2014,12
295,AMS,"Amsterdam, Netherlands",BQN,"Aguadilla, PR",2014,1
296,AMS,"Amsterdam, Netherlands",BQN,"Aguadilla, PR",2014,2
297,AMS,"Amsterdam, Netherlands",BQN,"Aguadilla, PR",2014,3
298,AMS,"Amsterdam, Netherlands",BQN,"Aguadilla, PR",2014,4
299,AMS,"Amsterdam, Netherlands",BQN,"Aguadilla, PR",2014,5
300,AMS,"Amsterdam, Netherlands",BQN,"Aguadilla, PR",2014,6
301,AMS,"Amsterdam, Netherlands",BQN,"Aguadilla, PR",2014,7
302,AMS,"Amsterdam, Netherlands",BQN,"Aguadilla, PR",2014,8
303,AMS,"Amsterdam, Netherlands",BQN,"Aguadilla, PR",2014,9
304,AMS,"Amsterdam, Netherlands",BQN,"Aguadilla, PR",2014,10
305,AMS,"Amsterdam, Netherlands",BQN,"Aguadilla, PR",2014,11
306,AMS,"Amsterdam, Netherlands",BQN,"Aguadilla, PR",2014,12
307,AMS,"Amsterdam, Netherlands",DFW,"Dallas/Fort Worth, TX",2014,5
308,AMS,"Amsterdam, Netherlands",DFW,"Dallas/Fort Worth, TX",2014,6
309,AMS,"Amsterdam, Netherlands",DFW,"Dallas/Fort Worth, TX",2014,6
310,AMS,"Amsterdam, Netherlands",DFW,"Dallas/Fort Worth, TX",2014,7
311,AMS,"Amsterdam, Netherlands",DFW,"Dallas/Fort Worth, TX",2014,8
312,AMS,"Amsterdam, Netherlands",DFW,"Dallas/Fort Worth, TX",2014,9
313,AMS,"Amsterdam, Netherlands",DFW,"Dallas/Fort Worth, TX",2014,10
314,AMS,"Amsterdam, Netherlands",DTW,"Detroit, MI",2014,1
315,AMS,"Amsterdam, Netherlands",DTW,"Detroit, MI",2014,3
316,AMS,"Amsterdam, Netherlands",DTW,"Detroit, MI",2014,4
317,AMS,"Amsterdam, Netherlands",DTW,"Detroit, MI",2014,4
318,AMS,"Amsterdam, Netherlands",DTW,"Detroit, MI",2014,4
319,AMS,"Amsterdam, Netherlands",DTW,"Detroit, MI",2014,5
320,AMS,"Amsterdam, Netherlands",DTW,"Detroit, MI",2014,5
321,AMS,"Amsterdam, Netherlands",DTW,"Detroit, MI",2014,5
322,AMS,"Amsterdam, Netherlands",DTW,"Detroit, MI",2014,7
323,AMS,"Amsterdam, Netherlands",DTW,"Detroit, MI",2014,7
324,AMS,"Amsterdam, Netherlands",DTW,"Detroit, MI",2014,8
325,AMS,"Amsterdam, Netherlands",DTW,"Detroit, MI",2014,8
326,AMS,"Amsterdam, Netherlands",DTW,"Detroit, MI",2014,9
327,AMS,"Amsterdam, Netherlands",DTW,"Detroit, MI",2014,9
328,AMS,"Amsterdam, Netherlands",DTW,"Detroit, MI",2014,10
329,AMS,"Amsterdam, Netherlands",DTW,"Detroit, MI",2014,12
330,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,1
331,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,1
332,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,2
333,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,2
334,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,2
335,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,2
336,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,3
337,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,3
338,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,3
339,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,4
340,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,4
341,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,5
342,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,5
343,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,5
344,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,5
345,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,6
346,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,6
347,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,6
348,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,6
349,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,7
350,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,7
351,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,7
352,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,8
353,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,8
354,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,8
355,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,8
356,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,9
357,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,9
358,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,9
359,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,10
360,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,10
361,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,10
362,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,11
363,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,11
364,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,12
365,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2014,12
366,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2014,1
367,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2014,2
368,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2014,3
369,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2014,3
370,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2014,4
371,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2014,4
372,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2014,5
373,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2014,5
374,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2014,6
375,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2014,6
376,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2014,7
