PK,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,YEAR,MONTH
36,ACY,"Atlantic City, NJ",ACY,"Atlantic City, NJ",2017,11
37,ACY,"Atlantic City, NJ",ACY,"Atlantic City, NJ",2017,12
38,ACY,"Atlantic City, NJ",DUB,"Dublin, Ireland",2017,10
39,ACY,"Atlantic City, NJ",YUL,"Montreal, Canada",2017,3
40,ADD,"Addis Ababa, Ethiopia",EWR,"Newark, NJ",2017,1
41,ADD,"Addis Ababa, Ethiopia",EWR,"Newark, NJ",2017,2
42,ADD,"Addis Ababa, Ethiopia",EWR,"Newark, NJ",2017,3
43,ADD,"Addis Ababa, Ethiopia",EWR,"Newark, NJ",2017,4
44,ADD,"Addis Ababa, Ethiopia",EWR,"Newark, NJ",2017,5
45,ADD,"Addis Ababa, Ethiopia",EWR,"Newark, NJ",2017,6
46,ADD,"Addis Ababa, Ethiopia",EWR,"Newark, NJ",2017,7
47,ADD,"Addis Ababa, Ethiopia",EWR,"Newark, NJ",2017,8
48,ADD,"Addis Ababa, Ethiopia",EWR,"Newark, NJ",2017,9
49,ADD,"Addis Ababa, Ethiopia",EWR,"Newark, NJ",2017,10
50,ADD,"Addis Ababa, Ethiopia",EWR,"Newark, NJ",2017,11
51,ADD,"Addis Ababa, Ethiopia",EWR,"Newark, NJ",2017,12
52,ADD,"Addis Ababa, Ethiopia",IAD,"Washington, DC",2017,1
53,ADD,"Addis Ababa, Ethiopia",IAD,"Washington, DC",2017,2
54,ADD,"Addis Ababa, Ethiopia",IAD,"Washington, DC",2017,3
55,ADD,"Addis Ababa, Ethiopia",IAD,"Washington, DC",2017,4
56,ADD,"Addis Ababa, Ethiopia",IAD,"Washington, DC",2017,5
57,ADD,"Addis Ababa, Ethiopia",IAD,"Washington, DC",2017,6
58,ADD,"Addis Ababa, Ethiopia",IAD,"Washington, DC",2017,7
59,ADD,"Addis Ababa, Ethiopia",IAD,"Washington, DC",2017,8
60,ADD,"Addis Ababa, Ethiopia",IAD,"Washington, DC",2017,9
61,ADD,"Addis Ababa, Ethiopia",IAD,"Washington, DC",2017,10
62,ADD,"Addis Ababa, Ethiopia",IAD,"Washington, DC",2017,11
63,ADD,"Addis Ababa, Ethiopia",IAD,"Washington, DC",2017,12
64,ADD,"Addis Ababa, Ethiopia",LAX,"Los Angeles, CA",2017,1
65,ADD,"Addis Ababa, Ethiopia",LAX,"Los Angeles, CA",2017,2
66,ADD,"Addis Ababa, Ethiopia",LAX,"Los Angeles, CA",2017,3
67,ADD,"Addis Ababa, Ethiopia",LAX,"Los Angeles, CA",2017,4
68,ADD,"Addis Ababa, Ethiopia",LAX,"Los Angeles, CA",2017,5
69,ADD,"Addis Ababa, Ethiopia",LAX,"Los Angeles, CA",2017,6
70,ADD,"Addis Ababa, Ethiopia",LAX,"Los Angeles, CA",2017,7
71,ADD,"Addis Ababa, Ethiopia",LAX,"Los Angeles, CA",2017,8
72,ADD,"Addis Ababa, Ethiopia",LAX,"Los Angeles, CA",2017,9
73,ADD,"Addis Ababa, Ethiopia",LAX,"Los Angeles, CA",2017,10
74,ADD,"Addis Ababa, Ethiopia",LAX,"Los Angeles, CA",2017,11
75,ADD,"Addis Ababa, Ethiopia",LAX,"Los Angeles, CA",2017,12
76,ADK,"Adak Island, AK",ANC,"Anchorage, AK",2017,5
77,ADK,"Adak Island, AK",ANC,"Anchorage, AK",2017,6
78,ADK,"Adak Island, AK",ANC,"Anchorage, AK",2017,8
79,ADQ,"Kodiak, AK",ILI,"Iliamna, AK",2017,4
80,ADQ,"Kodiak, AK",ILI,"Iliamna, AK",2017,12
81,ADW,"Camp Springs, MD",AEP,"Buenos Aires, Argentina",2017,4
82,ADW,"Camp Springs, MD",TLV,"Tel Aviv, Israel",2017,2
83,AEP,"Buenos Aires, Argentina",HOU,"Houston, TX",2017,4
84,AER,"Adler/Sochi, Russia",MCI,"Kansas City, MO",2017,3
85,AEX,"Alexandria, LA",DRW,"Darwin, Australia",2017,6
86,AFW,"Dallas/Fort Worth, TX",AFW,"Dallas/Fort Worth, TX",2017,6
87,AFW,"Dallas/Fort Worth, TX",AFW,"Dallas/Fort Worth, TX",2017,7
88,AFW,"Dallas/Fort Worth, TX",FNT,"Flint, MI",2017,12
89,AFW,"Dallas/Fort Worth, TX",OPF,"Miami, FL",2017,9
90,AGP,"Malaga, Spain",BGR,"Bangor, ME",2017,8
91,AGP,"Malaga, Spain",JFK,"New York, NY",2017,9
92,AGP,"Malaga, Spain",JFK,"New York, NY",2017,9
93,AGP,"Malaga, Spain",SWF,"Newburgh/Poughkeepsie, NY",2017,9
94,AGP,"Malaga, Spain",TEB,"Teterboro, NJ",2017,2
95,AGS,"Augusta, GA",JAX,"Jacksonville, FL",2017,4
96,AGS,"Augusta, GA",MAD,"Madrid, Spain",2017,4
97,AGS,"Augusta, GA",OMA,"Omaha, NE",2017,4
98,AGS,"Augusta, GA",YHM,"Hamilton, Canada",2017,4
99,AGS,"Augusta, GA",YYZ,"Toronto, Canada",2017,4
100,AGS,"Augusta, GA",YYZ,"Toronto, Canada",2017,4
101,AGS,"Augusta, GA",YYZ,"Toronto, Canada",2017,4
102,AGS,"Augusta, GA",YYZ,"Toronto, Canada",2017,4
103,AGS,"Augusta, GA",YYZ,"Toronto, Canada",2017,4
104,AGS,"Augusta, GA",YYZ,"Toronto, Canada",2017,4
105,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2017,1
106,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2017,2
107,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2017,3
108,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2017,4
109,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2017,4
110,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2017,5
111,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2017,5
112,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2017,6
113,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2017,6
114,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2017,7
115,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2017,7
116,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2017,8
117,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2017,8
118,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2017,9
119,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2017,9
120,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2017,10
121,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2017,10
122,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2017,11
123,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2017,11
124,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2017,12
125,AGU,"Aguascalientes, Mexico",LAX,"Los Angeles, CA",2017,12
126,AHN,"Athens, GA",QMA,"Kennesaw, GA",2017,4
127,AHN,"Athens, GA",YYZ,"Toronto, Canada",2017,4
128,AID,"Anderson, IN",ORD,"Chicago, IL",2017,1
129,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2017,1
130,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2017,2
131,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2017,3
132,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2017,4
133,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2017,5
134,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2017,6
135,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2017,7
136,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2017,7
137,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2017,8
138,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2017,9
139,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2017,9
140,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2017,10
141,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2017,10
142,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2017,11
143,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2017,12
144,AKL,"Auckland, New Zealand",HNL,"Honolulu, HI",2017,12
145,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2017,1
146,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2017,2
147,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2017,3
148,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2017,4
149,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2017,5
150,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2017,6
151,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2017,7
152,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2017,8
153,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2017,9
154,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2017,10
155,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2017,11
156,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2017,11
157,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2017,12
158,AKL,"Auckland, New Zealand",IAH,"Houston, TX",2017,12
159,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2017,1
160,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2017,1
161,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2017,2
162,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2017,2
163,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2017,3
164,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2017,3
165,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2017,4
166,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2017,4
167,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2017,5
168,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2017,5
169,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2017,6
170,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2017,6
171,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2017,7
172,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2017,7
173,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2017,8
174,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2017,8
175,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2017,9
176,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2017,9
177,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2017,10
178,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2017,10
179,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2017,11
180,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2017,11
181,AKL,"Auckland, New Zealand",LAX,"Los Angeles, CA",2017,12
182,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2017,1
183,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2017,1
184,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2017,2
185,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2017,2
186,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2017,3
187,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2017,3
188,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2017,4
189,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2017,4
190,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2017,5
191,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2017,5
192,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2017,6
193,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2017,6
194,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2017,7
195,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2017,7
196,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2017,8
197,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2017,8
198,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2017,9
199,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2017,9
200,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2017,10
201,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2017,10
202,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2017,11
203,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2017,11
204,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2017,12
205,AKL,"Auckland, New Zealand",SFO,"San Francisco, CA",2017,12
206,AKN,"King Salmon, AK",PTH,"Port Heiden, AK",2017,4
207,AKN,"King Salmon, AK",PTH,"Port Heiden, AK",2017,5
208,AKN,"King Salmon, AK",PTH,"Port Heiden, AK",2017,6
209,AKN,"King Salmon, AK",PTH,"Port Heiden, AK",2017,11
210,AKN,"King Salmon, AK",PTH,"Port Heiden, AK",2017,12
211,ALA,"Almaty, Kazakhstan",EWR,"Newark, NJ",2017,5
212,ALB,"Albany, NY",ANR,"Antwerp, Belgium",2017,6
213,ALB,"Albany, NY",MSS,"Massena, NY",2017,5
214,ALB,"Albany, NY",SDF,"Louisville, KY",2017,9
215,ALB,"Albany, NY",YYZ,"Toronto, Canada",2017,4
216,ALB,"Albany, NY",YYZ,"Toronto, Canada",2017,12
217,ALC,"Alicante, Spain",LAX,"Los Angeles, CA",2017,4
218,AMA,"Amarillo, TX",LAS,"Las Vegas, NV",2017,9
219,AMM,"Amman, Jordan",DTW,"Detroit, MI",2017,1
220,AMM,"Amman, Jordan",DTW,"Detroit, MI",2017,6
221,AMM,"Amman, Jordan",DTW,"Detroit, MI",2017,7
222,AMM,"Amman, Jordan",DTW,"Detroit, MI",2017,8
223,AMM,"Amman, Jordan",DTW,"Detroit, MI",2017,9
224,AMM,"Amman, Jordan",DTW,"Detroit, MI",2017,12
225,AMM,"Amman, Jordan",JFK,"New York, NY",2017,1
226,AMM,"Amman, Jordan",JFK,"New York, NY",2017,1
227,AMM,"Amman, Jordan",JFK,"New York, NY",2017,2
228,AMM,"Amman, Jordan",JFK,"New York, NY",2017,2
229,AMM,"Amman, Jordan",JFK,"New York, NY",2017,3
230,AMM,"Amman, Jordan",JFK,"New York, NY",2017,3
231,AMM,"Amman, Jordan",JFK,"New York, NY",2017,4
232,AMM,"Amman, Jordan",JFK,"New York, NY",2017,4
233,AMM,"Amman, Jordan",JFK,"New York, NY",2017,5
234,AMM,"Amman, Jordan",JFK,"New York, NY",2017,5
235,AMM,"Amman, Jordan",JFK,"New York, NY",2017,6
236,AMM,"Amman, Jordan",JFK,"New York, NY",2017,6
237,AMM,"Amman, Jordan",JFK,"New York, NY",2017,7
238,AMM,"Amman, Jordan",JFK,"New York, NY",2017,7
239,AMM,"Amman, Jordan",JFK,"New York, NY",2017,8
240,AMM,"Amman, Jordan",JFK,"New York, NY",2017,8
241,AMM,"Amman, Jordan",JFK,"New York, NY",2017,9
242,AMM,"Amman, Jordan",JFK,"New York, NY",2017,9
243,AMM,"Amman, Jordan",JFK,"New York, NY",2017,10
244,AMM,"Amman, Jordan",JFK,"New York, NY",2017,10
245,AMM,"Amman, Jordan",JFK,"New York, NY",2017,11
246,AMM,"Amman, Jordan",JFK,"New York, NY",2017,11
247,AMM,"Amman, Jordan",JFK,"New York, NY",2017,12
248,AMM,"Amman, Jordan",ORD,"Chicago, IL",2017,1
249,AMM,"Amman, Jordan",ORD,"Chicago, IL",2017,2
250,AMM,"Amman, Jordan",ORD,"Chicago, IL",2017,3
251,AMM,"Amman, Jordan",ORD,"Chicago, IL",2017,4
252,AMM,"Amman, Jordan",ORD,"Chicago, IL",2017,5
253,AMM,"Amman, Jordan",ORD,"Chicago, IL",2017,6
254,AMM,"Amman, Jordan",ORD,"Chicago, IL",2017,7
255,AMM,"Amman, Jordan",ORD,"Chicago, IL",2017,8
256,AMM,"Amman, Jordan",ORD,"Chicago, IL",2017,9
257,AMM,"Amman, Jordan",ORD,"Chicago, IL",2017,10
258,AMM,"Amman, Jordan",ORD,"Chicago, IL",2017,11
259,AMM,"Amman, Jordan",ORD,"Chicago, IL",2017,12
260,AMS,"Amsterdam, Netherlands",AID,"Anderson, IN",2017,1
261,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,1
262,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,1
263,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,2
264,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,2
265,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,3
266,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,3
267,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,4
268,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,4
269,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,4
270,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,5
271,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,5
272,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,5
273,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,6
274,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,6
275,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,6
276,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,7
277,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,7
278,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,8
279,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,8
280,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,8
281,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,9
282,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,9
283,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,10
284,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,10
285,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,10
286,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,10
287,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,11
288,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,11
289,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,11
290,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,12
291,AMS,"Amsterdam, Netherlands",ATL,"Atlanta, GA",2017,12
292,AMS,"Amsterdam, Netherlands",BGR,"Bangor, ME",2017,1
293,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2017,6
294,AMS,"Amsterdam, Netherlands",BOS,"Boston, MA",2017,10
295,AMS,"Amsterdam, Netherlands",BQN,"Aguadilla, PR",2017,9
296,AMS,"Amsterdam, Netherlands",EWR,"Newark, NJ",2017,9
297,AMS,"Amsterdam, Netherlands",FOK,"Westhampton, NY",2017,2
298,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2017,1
299,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2017,1
300,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2017,2
301,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2017,2
302,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2017,3
303,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2017,3
304,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2017,4
305,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2017,5
306,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2017,6
307,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2017,7
308,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2017,7
309,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2017,8
310,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2017,8
311,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2017,9
312,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2017,10
313,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2017,10
314,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2017,10
315,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2017,11
316,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2017,11
317,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2017,11
318,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2017,12
319,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2017,12
320,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2017,12
321,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2017,12
322,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2017,12
323,AMS,"Amsterdam, Netherlands",IAD,"Washington, DC",2017,12
324,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2017,1
325,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2017,2
326,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2017,3
327,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2017,3
328,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2017,4
329,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2017,4
330,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2017,5
331,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2017,6
332,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2017,7
333,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2017,7
334,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2017,8
335,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2017,9
336,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2017,9
337,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2017,10
338,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2017,11
339,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2017,11
340,AMS,"Amsterdam, Netherlands",IAH,"Houston, TX",2017,12
341,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,1
342,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,1
343,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,1
344,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,1
345,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,1
346,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,2
347,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,2
348,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,2
349,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,2
350,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,3
351,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,3
352,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,3
353,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,3
354,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,4
355,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,4
356,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,4
357,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,4
358,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,5
359,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,5
360,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,5
361,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,5
362,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,5
363,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,6
364,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,6
365,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,6
366,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,6
367,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,7
368,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,7
369,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,7
370,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,7
371,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,8
372,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,8
373,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,8
374,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,8
375,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,8
376,AMS,"Amsterdam, Netherlands",JFK,"New York, NY",2017,9
