PK,UNIQUE_CARRIER,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,YEAR,MONTH
41564,WS,YYC,"Calgary, Canada",DFW,"Dallas/Fort Worth, TX",2016,7
41565,WS,YYC,"Calgary, Canada",DFW,"Dallas/Fort Worth, TX",2016,7
41566,WS,YYC,"Calgary, Canada",DFW,"Dallas/Fort Worth, TX",2016,8
41567,WS,YYC,"Calgary, Canada",DFW,"Dallas/Fort Worth, TX",2016,8
41568,WS,YYC,"Calgary, Canada",DFW,"Dallas/Fort Worth, TX",2016,8
41569,WS,YYC,"Calgary, Canada",DFW,"Dallas/Fort Worth, TX",2016,9
41570,WS,YYC,"Calgary, Canada",DFW,"Dallas/Fort Worth, TX",2016,9
41571,WS,YYC,"Calgary, Canada",FLL,"Fort Lauderdale, FL",2016,1
41572,WS,YYC,"Calgary, Canada",FLL,"Fort Lauderdale, FL",2016,2
41573,WS,YYC,"Calgary, Canada",FLL,"Fort Lauderdale, FL",2016,3
41574,WS,YYC,"Calgary, Canada",FLL,"Fort Lauderdale, FL",2016,4
41575,WS,YYC,"Calgary, Canada",FLL,"Fort Lauderdale, FL",2016,12
41576,WS,YYC,"Calgary, Canada",HNL,"Honolulu, HI",2016,1
41577,WS,YYC,"Calgary, Canada",HNL,"Honolulu, HI",2016,1
41578,WS,YYC,"Calgary, Canada",HNL,"Honolulu, HI",2016,1
41579,WS,YYC,"Calgary, Canada",HNL,"Honolulu, HI",2016,2
41580,WS,YYC,"Calgary, Canada",HNL,"Honolulu, HI",2016,3
41581,WS,YYC,"Calgary, Canada",HNL,"Honolulu, HI",2016,4
41582,WS,YYC,"Calgary, Canada",HNL,"Honolulu, HI",2016,4
41583,WS,YYC,"Calgary, Canada",HNL,"Honolulu, HI",2016,12
41584,WS,YYC,"Calgary, Canada",IAH,"Houston, TX",2016,1
41585,WS,YYC,"Calgary, Canada",IAH,"Houston, TX",2016,1
41586,WS,YYC,"Calgary, Canada",IAH,"Houston, TX",2016,1
41587,WS,YYC,"Calgary, Canada",IAH,"Houston, TX",2016,2
41588,WS,YYC,"Calgary, Canada",IAH,"Houston, TX",2016,2
41589,WS,YYC,"Calgary, Canada",IAH,"Houston, TX",2016,3
41590,WS,YYC,"Calgary, Canada",IAH,"Houston, TX",2016,3
41591,WS,YYC,"Calgary, Canada",IAH,"Houston, TX",2016,3
41592,WS,YYC,"Calgary, Canada",IAH,"Houston, TX",2016,4
41593,WS,YYC,"Calgary, Canada",IAH,"Houston, TX",2016,4
41594,WS,YYC,"Calgary, Canada",IAH,"Houston, TX",2016,5
41595,WS,YYC,"Calgary, Canada",IAH,"Houston, TX",2016,5
41596,WS,YYC,"Calgary, Canada",IAH,"Houston, TX",2016,6
41597,WS,YYC,"Calgary, Canada",IAH,"Houston, TX",2016,6
41598,WS,YYC,"Calgary, Canada",IAH,"Houston, TX",2016,7
41599,WS,YYC,"Calgary, Canada",IAH,"Houston, TX",2016,7
41600,WS,YYC,"Calgary, Canada",IAH,"Houston, TX",2016,7
41601,WS,YYC,"Calgary, Canada",IAH,"Houston, TX",2016,8
41602,WS,YYC,"Calgary, Canada",IAH,"Houston, TX",2016,8
41603,WS,YYC,"Calgary, Canada",IAH,"Houston, TX",2016,9
41604,WS,YYC,"Calgary, Canada",IAH,"Houston, TX",2016,9
41605,WS,YYC,"Calgary, Canada",IAH,"Houston, TX",2016,10
41606,WS,YYC,"Calgary, Canada",IAH,"Houston, TX",2016,10
41607,WS,YYC,"Calgary, Canada",IAH,"Houston, TX",2016,11
41608,WS,YYC,"Calgary, Canada",IAH,"Houston, TX",2016,12
41609,WS,YYC,"Calgary, Canada",IAH,"Houston, TX",2016,12
41610,WS,YYC,"Calgary, Canada",JFK,"New York, NY",2016,5
41611,WS,YYC,"Calgary, Canada",JFK,"New York, NY",2016,5
41612,WS,YYC,"Calgary, Canada",JFK,"New York, NY",2016,5
41613,WS,YYC,"Calgary, Canada",JFK,"New York, NY",2016,6
41614,WS,YYC,"Calgary, Canada",JFK,"New York, NY",2016,7
41615,WS,YYC,"Calgary, Canada",JFK,"New York, NY",2016,7
41616,WS,YYC,"Calgary, Canada",JFK,"New York, NY",2016,8
41617,WS,YYC,"Calgary, Canada",JFK,"New York, NY",2016,9
41618,WS,YYC,"Calgary, Canada",JFK,"New York, NY",2016,9
41619,WS,YYC,"Calgary, Canada",JFK,"New York, NY",2016,9
41620,WS,YYC,"Calgary, Canada",JFK,"New York, NY",2016,10
41621,WS,YYC,"Calgary, Canada",JFK,"New York, NY",2016,10
41622,WS,YYC,"Calgary, Canada",JFK,"New York, NY",2016,10
41623,WS,YYC,"Calgary, Canada",JFK,"New York, NY",2016,11
41624,WS,YYC,"Calgary, Canada",JFK,"New York, NY",2016,11
41625,WS,YYC,"Calgary, Canada",JFK,"New York, NY",2016,11
41626,WS,YYC,"Calgary, Canada",JFK,"New York, NY",2016,12
41627,WS,YYC,"Calgary, Canada",JFK,"New York, NY",2016,12
41628,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,1
41629,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,1
41630,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,1
41631,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,2
41632,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,2
41633,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,2
41634,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,3
41635,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,3
41636,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,3
41637,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,4
41638,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,4
41639,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,4
41640,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,5
41641,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,5
41642,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,5
41643,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,6
41644,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,6
41645,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,6
41646,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,7
41647,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,7
41648,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,7
41649,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,8
41650,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,8
41651,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,8
41652,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,9
41653,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,9
41654,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,9
41655,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,10
41656,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,10
41657,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,11
41658,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,11
41659,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,12
41660,WS,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,12
41661,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,1
41662,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,1
41663,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,2
41664,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,2
41665,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,3
41666,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,3
41667,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,4
41668,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,4
41669,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,4
41670,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,5
41671,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,5
41672,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,5
41673,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,6
41674,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,6
41675,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,7
41676,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,7
41677,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,8
41678,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,8
41679,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,8
41680,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,9
41681,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,9
41682,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,9
41683,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,10
41684,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,10
41685,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,11
41686,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,11
41687,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,12
41688,WS,YYC,"Calgary, Canada",LAX,"Los Angeles, CA",2016,12
41689,WS,YYC,"Calgary, Canada",MCO,"Orlando, FL",2016,1
41690,WS,YYC,"Calgary, Canada",MCO,"Orlando, FL",2016,1
41691,WS,YYC,"Calgary, Canada",MCO,"Orlando, FL",2016,2
41692,WS,YYC,"Calgary, Canada",MCO,"Orlando, FL",2016,2
41693,WS,YYC,"Calgary, Canada",MCO,"Orlando, FL",2016,3
41694,WS,YYC,"Calgary, Canada",MCO,"Orlando, FL",2016,3
41695,WS,YYC,"Calgary, Canada",MCO,"Orlando, FL",2016,4
41696,WS,YYC,"Calgary, Canada",MCO,"Orlando, FL",2016,4
41697,WS,YYC,"Calgary, Canada",MCO,"Orlando, FL",2016,5
41698,WS,YYC,"Calgary, Canada",MCO,"Orlando, FL",2016,5
41699,WS,YYC,"Calgary, Canada",MCO,"Orlando, FL",2016,5
41700,WS,YYC,"Calgary, Canada",MCO,"Orlando, FL",2016,6
41701,WS,YYC,"Calgary, Canada",MCO,"Orlando, FL",2016,6
41702,WS,YYC,"Calgary, Canada",MCO,"Orlando, FL",2016,7
41703,WS,YYC,"Calgary, Canada",MCO,"Orlando, FL",2016,8
41704,WS,YYC,"Calgary, Canada",MCO,"Orlando, FL",2016,9
41705,WS,YYC,"Calgary, Canada",MCO,"Orlando, FL",2016,10
41706,WS,YYC,"Calgary, Canada",MCO,"Orlando, FL",2016,10
41707,WS,YYC,"Calgary, Canada",MCO,"Orlando, FL",2016,11
41708,WS,YYC,"Calgary, Canada",MCO,"Orlando, FL",2016,11
41709,WS,YYC,"Calgary, Canada",MCO,"Orlando, FL",2016,12
41710,WS,YYC,"Calgary, Canada",MCO,"Orlando, FL",2016,12
41711,WS,YYC,"Calgary, Canada",MIA,"Miami, FL",2016,1
41712,WS,YYC,"Calgary, Canada",OGG,"Kahului, HI",2016,1
41713,WS,YYC,"Calgary, Canada",OGG,"Kahului, HI",2016,1
41714,WS,YYC,"Calgary, Canada",OGG,"Kahului, HI",2016,2
41715,WS,YYC,"Calgary, Canada",OGG,"Kahului, HI",2016,3
41716,WS,YYC,"Calgary, Canada",OGG,"Kahului, HI",2016,3
41717,WS,YYC,"Calgary, Canada",OGG,"Kahului, HI",2016,4
41718,WS,YYC,"Calgary, Canada",OGG,"Kahului, HI",2016,4
41719,WS,YYC,"Calgary, Canada",OGG,"Kahului, HI",2016,12
41720,WS,YYC,"Calgary, Canada",ORD,"Chicago, IL",2016,5
41721,WS,YYC,"Calgary, Canada",ORD,"Chicago, IL",2016,5
41722,WS,YYC,"Calgary, Canada",ORD,"Chicago, IL",2016,6
41723,WS,YYC,"Calgary, Canada",ORD,"Chicago, IL",2016,6
41724,WS,YYC,"Calgary, Canada",ORD,"Chicago, IL",2016,7
41725,WS,YYC,"Calgary, Canada",ORD,"Chicago, IL",2016,7
41726,WS,YYC,"Calgary, Canada",ORD,"Chicago, IL",2016,7
41727,WS,YYC,"Calgary, Canada",ORD,"Chicago, IL",2016,8
41728,WS,YYC,"Calgary, Canada",ORD,"Chicago, IL",2016,8
41729,WS,YYC,"Calgary, Canada",ORD,"Chicago, IL",2016,8
41730,WS,YYC,"Calgary, Canada",ORD,"Chicago, IL",2016,9
41731,WS,YYC,"Calgary, Canada",ORD,"Chicago, IL",2016,9
41732,WS,YYC,"Calgary, Canada",ORD,"Chicago, IL",2016,9
41733,WS,YYC,"Calgary, Canada",ORD,"Chicago, IL",2016,10
41734,WS,YYC,"Calgary, Canada",ORD,"Chicago, IL",2016,10
41735,WS,YYC,"Calgary, Canada",ORD,"Chicago, IL",2016,10
41736,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,1
41737,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,1
41738,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,1
41739,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,2
41740,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,2
41741,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,2
41742,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,3
41743,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,3
41744,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,3
41745,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,4
41746,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,4
41747,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,4
41748,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,5
41749,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,5
41750,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,6
41751,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,6
41752,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,7
41753,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,7
41754,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,7
41755,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,8
41756,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,8
41757,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,8
41758,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,9
41759,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,9
41760,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,9
41761,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,10
41762,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,10
41763,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,10
41764,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,11
41765,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,11
41766,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,11
41767,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,12
41768,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,12
41769,WS,YYC,"Calgary, Canada",PHX,"Phoenix, AZ",2016,12
41770,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,1
41771,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,1
41772,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,2
41773,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,2
41774,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,3
41775,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,3
41776,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,4
41777,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,4
41778,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,4
41779,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,5
41780,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,5
41781,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,5
41782,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,6
41783,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,6
41784,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,6
41785,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,7
41786,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,7
41787,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,8
41788,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,8
41789,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,9
41790,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,9
41791,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,9
41792,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,10
41793,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,10
41794,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,10
41795,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,11
41796,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,11
41797,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,11
41798,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,12
41799,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,12
41800,WS,YYC,"Calgary, Canada",PSP,"Palm Springs, CA",2016,12
41801,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,1
41802,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,1
41803,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,1
41804,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,2
41805,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,2
41806,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,3
41807,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,3
41808,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,3
41809,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,4
41810,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,4
41811,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,4
41812,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,5
41813,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,5
41814,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,6
41815,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,6
41816,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,6
41817,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,7
41818,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,7
41819,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,8
41820,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,8
41821,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,9
41822,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,9
41823,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,9
41824,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,10
41825,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,10
41826,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,10
41827,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,11
41828,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,11
41829,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,12
41830,WS,YYC,"Calgary, Canada",SAN,"San Diego, CA",2016,12
41831,WS,YYC,"Calgary, Canada",SFO,"San Francisco, CA",2016,5
41832,WS,YYC,"Calgary, Canada",SFO,"San Francisco, CA",2016,5
41833,WS,YYC,"Calgary, Canada",SFO,"San Francisco, CA",2016,6
41834,WS,YYC,"Calgary, Canada",SFO,"San Francisco, CA",2016,7
41835,WS,YYC,"Calgary, Canada",SFO,"San Francisco, CA",2016,8
41836,WS,YYC,"Calgary, Canada",SFO,"San Francisco, CA",2016,9
41837,WS,YYC,"Calgary, Canada",SFO,"San Francisco, CA",2016,10
41838,WS,YYC,"Calgary, Canada",SFO,"San Francisco, CA",2016,10
41839,WS,YYG,"Charlottetown, Canada",MCO,"Orlando, FL",2016,1
41840,WS,YYG,"Charlottetown, Canada",MCO,"Orlando, FL",2016,2
41841,WS,YYG,"Charlottetown, Canada",MCO,"Orlando, FL",2016,2
41842,WS,YYG,"Charlottetown, Canada",MCO,"Orlando, FL",2016,3
41843,WS,YYG,"Charlottetown, Canada",MCO,"Orlando, FL",2016,4
41844,WS,YYG,"Charlottetown, Canada",MCO,"Orlando, FL",2016,4
41845,WS,YYG,"Charlottetown, Canada",MCO,"Orlando, FL",2016,12
41846,WS,YYJ,"Victoria, Canada",HNL,"Honolulu, HI",2016,1
41847,WS,YYJ,"Victoria, Canada",HNL,"Honolulu, HI",2016,2
41848,WS,YYJ,"Victoria, Canada",HNL,"Honolulu, HI",2016,3
41849,WS,YYJ,"Victoria, Canada",HNL,"Honolulu, HI",2016,4
41850,WS,YYJ,"Victoria, Canada",LAS,"Las Vegas, NV",2016,1
41851,WS,YYJ,"Victoria, Canada",LAS,"Las Vegas, NV",2016,1
41852,WS,YYJ,"Victoria, Canada",LAS,"Las Vegas, NV",2016,2
41853,WS,YYJ,"Victoria, Canada",LAS,"Las Vegas, NV",2016,2
41854,WS,YYJ,"Victoria, Canada",LAS,"Las Vegas, NV",2016,3
41855,WS,YYJ,"Victoria, Canada",LAS,"Las Vegas, NV",2016,3
41856,WS,YYJ,"Victoria, Canada",LAS,"Las Vegas, NV",2016,4
41857,WS,YYJ,"Victoria, Canada",LAS,"Las Vegas, NV",2016,4
41858,WS,YYJ,"Victoria, Canada",LAS,"Las Vegas, NV",2016,10
41859,WS,YYJ,"Victoria, Canada",LAS,"Las Vegas, NV",2016,10
41860,WS,YYJ,"Victoria, Canada",LAS,"Las Vegas, NV",2016,11
41861,WS,YYJ,"Victoria, Canada",LAS,"Las Vegas, NV",2016,11
41862,WS,YYJ,"Victoria, Canada",LAS,"Las Vegas, NV",2016,12
41863,WS,YYJ,"Victoria, Canada",LAS,"Las Vegas, NV",2016,12
41864,WS,YYJ,"Victoria, Canada",PHX,"Phoenix, AZ",2016,1
41865,WS,YYJ,"Victoria, Canada",PHX,"Phoenix, AZ",2016,2
41866,WS,YYJ,"Victoria, Canada",PHX,"Phoenix, AZ",2016,3
41867,WS,YYJ,"Victoria, Canada",PHX,"Phoenix, AZ",2016,4
41868,WS,YYT,"St. John's, Canada",MCO,"Orlando, FL",2016,1
41869,WS,YYT,"St. John's, Canada",MCO,"Orlando, FL",2016,2
41870,WS,YYT,"St. John's, Canada",MCO,"Orlando, FL",2016,3
41871,WS,YYT,"St. John's, Canada",MCO,"Orlando, FL",2016,4
41872,WS,YYT,"St. John's, Canada",MCO,"Orlando, FL",2016,5
41873,WS,YYT,"St. John's, Canada",MCO,"Orlando, FL",2016,5
41874,WS,YYT,"St. John's, Canada",MCO,"Orlando, FL",2016,6
41875,WS,YYT,"St. John's, Canada",MCO,"Orlando, FL",2016,6
41876,WS,YYT,"St. John's, Canada",MCO,"Orlando, FL",2016,7
41877,WS,YYT,"St. John's, Canada",MCO,"Orlando, FL",2016,8
41878,WS,YYT,"St. John's, Canada",MCO,"Orlando, FL",2016,9
41879,WS,YYT,"St. John's, Canada",MCO,"Orlando, FL",2016,9
41880,WS,YYT,"St. John's, Canada",MCO,"Orlando, FL",2016,10
41881,WS,YYT,"St. John's, Canada",MCO,"Orlando, FL",2016,11
41882,WS,YYT,"St. John's, Canada",MCO,"Orlando, FL",2016,12
41883,WS,YYZ,"Toronto, Canada",BNA,"Nashville, TN",2016,6
41884,WS,YYZ,"Toronto, Canada",BNA,"Nashville, TN",2016,7
41885,WS,YYZ,"Toronto, Canada",BNA,"Nashville, TN",2016,8
41886,WS,YYZ,"Toronto, Canada",BNA,"Nashville, TN",2016,9
41887,WS,YYZ,"Toronto, Canada",BNA,"Nashville, TN",2016,10
41888,WS,YYZ,"Toronto, Canada",BNA,"Nashville, TN",2016,11
41889,WS,YYZ,"Toronto, Canada",BNA,"Nashville, TN",2016,12
41890,WS,YYZ,"Toronto, Canada",BOS,"Boston, MA",2016,3
41891,WS,YYZ,"Toronto, Canada",BOS,"Boston, MA",2016,3
41892,WS,YYZ,"Toronto, Canada",BOS,"Boston, MA",2016,4
41893,WS,YYZ,"Toronto, Canada",BOS,"Boston, MA",2016,5
41894,WS,YYZ,"Toronto, Canada",BOS,"Boston, MA",2016,6
41895,WS,YYZ,"Toronto, Canada",BOS,"Boston, MA",2016,7
41896,WS,YYZ,"Toronto, Canada",BOS,"Boston, MA",2016,8
41897,WS,YYZ,"Toronto, Canada",BOS,"Boston, MA",2016,9
41898,WS,YYZ,"Toronto, Canada",BOS,"Boston, MA",2016,10
41899,WS,YYZ,"Toronto, Canada",BOS,"Boston, MA",2016,11
41900,WS,YYZ,"Toronto, Canada",BOS,"Boston, MA",2016,12
41901,WS,YYZ,"Toronto, Canada",FLL,"Fort Lauderdale, FL",2016,1
41902,WS,YYZ,"Toronto, Canada",FLL,"Fort Lauderdale, FL",2016,1
41903,WS,YYZ,"Toronto, Canada",FLL,"Fort Lauderdale, FL",2016,1
41904,WS,YYZ,"Toronto, Canada",FLL,"Fort Lauderdale, FL",2016,2
41905,WS,YYZ,"Toronto, Canada",FLL,"Fort Lauderdale, FL",2016,2
41906,WS,YYZ,"Toronto, Canada",FLL,"Fort Lauderdale, FL",2016,2
41907,WS,YYZ,"Toronto, Canada",FLL,"Fort Lauderdale, FL",2016,3
41908,WS,YYZ,"Toronto, Canada",FLL,"Fort Lauderdale, FL",2016,3
41909,WS,YYZ,"Toronto, Canada",FLL,"Fort Lauderdale, FL",2016,3
41910,WS,YYZ,"Toronto, Canada",FLL,"Fort Lauderdale, FL",2016,4
41911,WS,YYZ,"Toronto, Canada",FLL,"Fort Lauderdale, FL",2016,4
41912,WS,YYZ,"Toronto, Canada",FLL,"Fort Lauderdale, FL",2016,4
41913,WS,YYZ,"Toronto, Canada",FLL,"Fort Lauderdale, FL",2016,5
41914,WS,YYZ,"Toronto, Canada",FLL,"Fort Lauderdale, FL",2016,5
41915,WS,YYZ,"Toronto, Canada",FLL,"Fort Lauderdale, FL",2016,6
41916,WS,YYZ,"Toronto, Canada",FLL,"Fort Lauderdale, FL",2016,6
41917,WS,YYZ,"Toronto, Canada",FLL,"Fort Lauderdale, FL",2016,6
