PK,UNIQUE_CARRIER,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,YEAR,MONTH
1,02Q,ARN,"Stockholm, Sweden",JFK,"New York, NY",2016,6
2,02Q,JFK,"New York, NY",ARN,"Stockholm, Sweden",2016,5
3,02Q,JFK,"New York, NY",STN,"London, United Kingdom",2016,6
4,02Q,MAN,"Manchester, United Kingdom",MIA,"Miami, FL",2016,3
5,02Q,MIA,"Miami, FL",MAN,"Manchester, United Kingdom",2016,3
6,07Q,YHM,"Hamilton, Canada",MIA,"Miami, FL",2016,1
7,07Q,YHM,"Hamilton, Canada",MIA,"Miami, FL",2016,2
8,07Q,YHM,"Hamilton, Canada",MIA,"Miami, FL",2016,3
9,07Q,YHM,"Hamilton, Canada",MIA,"Miami, FL",2016,4
10,07Q,YHM,"Hamilton, Canada",PBI,"West Palm Beach/Palm Beach, FL",2016,1
11,07Q,YHM,"Hamilton, Canada",PBI,"West Palm Beach/Palm Beach, FL",2016,2
12,07Q,YHM,"Hamilton, Canada",PBI,"West Palm Beach/Palm Beach, FL",2016,3
13,07Q,YHM,"Hamilton, Canada",PBI,"West Palm Beach/Palm Beach, FL",2016,4
14,07Q,YVR,"Vancouver, Canada",SJC,"San Jose, CA",2016,3
15,07Q,YYC,"Calgary, Canada",BNA,"Nashville, TN",2016,5
16,07Q,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,4
17,07Q,YYC,"Calgary, Canada",LAS,"Las Vegas, NV",2016,5
18,07Q,YYC,"Calgary, Canada",PDX,"Portland, OR",2016,5
19,07Q,YYC,"Calgary, Canada",SJC,"San Jose, CA",2016,3
20,0BQ,BOS,"Boston, MA",STR,"Stuttgart, Germany",2016,10
21,0BQ,BOS,"Boston, MA",TEB,"Teterboro, NJ",2016,2
22,0BQ,BOS,"Boston, MA",TEB,"Teterboro, NJ",2016,4
23,0BQ,DAL,"Dallas, TX",OPF,"Miami, FL",2016,2
24,0BQ,DEN,"Denver, CO",SAF,"Santa Fe, NM",2016,2
25,0BQ,GLA,"Glasgow, United Kingdom",TEB,"Teterboro, NJ",2016,3
26,0BQ,IAD,"Washington, DC",NTE,"Nantes, France",2016,7
27,0BQ,IAD,"Washington, DC",STR,"Stuttgart, Germany",2016,6
28,0BQ,LAS,"Las Vegas, NV",SFO,"San Francisco, CA",2016,1
29,0BQ,LAX,"Los Angeles, CA",DAL,"Dallas, TX",2016,2
30,0BQ,LAX,"Los Angeles, CA",STR,"Stuttgart, Germany",2016,6
31,0BQ,LTN,"London, United Kingdom",BOS,"Boston, MA",2016,4
32,0BQ,LTN,"London, United Kingdom",TEB,"Teterboro, NJ",2016,10
33,0BQ,MKC,"Kansas City, MO",DEN,"Denver, CO",2016,2
34,0BQ,OPF,"Miami, FL",PTK,"Pontiac, MI",2016,1
35,0BQ,OPF,"Miami, FL",STR,"Stuttgart, Germany",2016,2
36,0BQ,PTK,"Pontiac, MI",BRU,"Brussels, Belgium",2016,1
37,0BQ,SAF,"Santa Fe, NM",SFO,"San Francisco, CA",2016,2
38,0BQ,SFO,"San Francisco, CA",LAX,"Los Angeles, CA",2016,2
39,0BQ,STR,"Stuttgart, Germany",BOS,"Boston, MA",2016,2
40,0BQ,STR,"Stuttgart, Germany",HIO,"Hillsboro, OR",2016,7
41,0BQ,STR,"Stuttgart, Germany",LAS,"Las Vegas, NV",2016,1
42,0BQ,STR,"Stuttgart, Germany",OPF,"Miami, FL",2016,1
43,0BQ,STR,"Stuttgart, Germany",TEB,"Teterboro, NJ",2016,6
44,0BQ,TEB,"Teterboro, NJ",BOS,"Boston, MA",2016,10
45,0BQ,TEB,"Teterboro, NJ",MKC,"Kansas City, MO",2016,2
46,0BQ,TEB,"Teterboro, NJ",STR,"Stuttgart, Germany",2016,3
47,0BQ,TEB,"Teterboro, NJ",STR,"Stuttgart, Germany",2016,4
48,0CQ,ANC,"Anchorage, AK",PEK,"Beijing, China",2016,10
49,0CQ,ANC,"Anchorage, AK",SFO,"San Francisco, CA",2016,9
50,0CQ,ATL,"Atlanta, GA",BRU,"Brussels, Belgium",2016,3
51,0CQ,BED,"Bedford, MA",ANC,"Anchorage, AK",2016,10
52,0CQ,BED,"Bedford, MA",HPN,"White Plains, NY",2016,6
53,0CQ,BGR,"Bangor, ME",ESN,"Easton, MD",2016,2
54,0CQ,BOS,"Boston, MA",FDH,"Friedrichshafen, Germany",2016,11
55,0CQ,BOS,"Boston, MA",SXF,"Berlin, Germany",2016,12
56,0CQ,BWI,"Baltimore, MD",DAL,"Dallas, TX",2016,12
57,0CQ,BWI,"Baltimore, MD",FKB,"Karlsruhe/Baden-Baden, Germany",2016,4
58,0CQ,BWI,"Baltimore, MD",MAD,"Madrid, Spain",2016,10
59,0CQ,BWI,"Baltimore, MD",TEB,"Teterboro, NJ",2016,9
60,0CQ,DAL,"Dallas, TX",LAX,"Los Angeles, CA",2016,12
61,0CQ,ESN,"Easton, MD",FKB,"Karlsruhe/Baden-Baden, Germany",2016,2
62,0CQ,EWR,"Newark, NJ",BED,"Bedford, MA",2016,10
63,0CQ,EWR,"Newark, NJ",BOS,"Boston, MA",2016,11
64,0CQ,FAB,"Farnborough, United Kingdom",TEB,"Teterboro, NJ",2016,9
65,0CQ,GOA,"Genoa, Italy",ISP,"Islip, NY",2016,7
66,0CQ,GUM,"Guam, TT",HNL,"Honolulu, HI",2016,4
67,0CQ,GUM,"Guam, TT",HNL,"Honolulu, HI",2016,12
68,0CQ,HND,"Tokyo, Japan",ANC,"Anchorage, AK",2016,9
69,0CQ,HNL,"Honolulu, HI",LAX,"Los Angeles, CA",2016,4
70,0CQ,HNL,"Honolulu, HI",LAX,"Los Angeles, CA",2016,12
71,0CQ,HPN,"White Plains, NY",ILM,"Wilmington, NC",2016,6
72,0CQ,IAD,"Washington, DC",TEB,"Teterboro, NJ",2016,6
73,0CQ,ILM,"Wilmington, NC",SCL,"Santiago, Chile",2016,6
74,0CQ,ISP,"Islip, NY",TEB,"Teterboro, NJ",2016,7
75,0CQ,LAX,"Los Angeles, CA",BWI,"Baltimore, MD",2016,4
76,0CQ,LAX,"Los Angeles, CA",BWI,"Baltimore, MD",2016,12
77,0CQ,LAX,"Los Angeles, CA",LTN,"London, United Kingdom",2016,7
78,0CQ,LAX,"Los Angeles, CA",MFE,"Mission/McAllen/Edinburg, TX",2016,12
79,0CQ,LTN,"London, United Kingdom",MSP,"Minneapolis, MN",2016,7
80,0CQ,MEC,"Manta, Ecuador",OPF,"Miami, FL",2016,1
81,0CQ,MFE,"Mission/McAllen/Edinburg, TX",BOS,"Boston, MA",2016,12
82,0CQ,MSP,"Minneapolis, MN",LAX,"Los Angeles, CA",2016,7
83,0CQ,OPF,"Miami, FL",TIX,"Titusville, FL",2016,1
84,0CQ,PVD,"Providence, RI",KNA,"Vina del Mar, Chile",2016,9
85,0CQ,PVG,"Shanghai, China",GUM,"Guam, TT",2016,12
86,0CQ,SAN,"San Diego, CA",HND,"Tokyo, Japan",2016,5
87,0CQ,SCL,"Santiago, Chile",ATL,"Atlanta, GA",2016,3
88,0CQ,SCL,"Santiago, Chile",EWR,"Newark, NJ",2016,11
89,0CQ,SCL,"Santiago, Chile",SAN,"San Diego, CA",2016,5
90,0CQ,SCL,"Santiago, Chile",TEB,"Teterboro, NJ",2016,4
91,0CQ,SCL,"Santiago, Chile",TEB,"Teterboro, NJ",2016,5
92,0CQ,SFO,"San Francisco, CA",BWI,"Baltimore, MD",2016,9
93,0CQ,SNN,"Shannon, Ireland",BGR,"Bangor, ME",2016,2
94,0CQ,SZX,"Shenzhen, China",GUM,"Guam, TT",2016,4
95,0CQ,TEB,"Teterboro, NJ",BED,"Bedford, MA",2016,6
96,0CQ,TEB,"Teterboro, NJ",BWI,"Baltimore, MD",2016,10
97,0CQ,TEB,"Teterboro, NJ",IAD,"Washington, DC",2016,5
98,0CQ,TEB,"Teterboro, NJ",LIN,"Milan, Italy",2016,5
99,0CQ,TEB,"Teterboro, NJ",PVD,"Providence, RI",2016,9
100,0CQ,TEB,"Teterboro, NJ",SCL,"Santiago, Chile",2016,4
101,0CQ,TEB,"Teterboro, NJ",SCL,"Santiago, Chile",2016,7
102,0CQ,TEB,"Teterboro, NJ",SCL,"Santiago, Chile",2016,8
103,0CQ,TIX,"Titusville, FL",FRA,"Frankfurt, Germany",2016,1
104,0CQ,YML,"Murray Bay, Canada",EWR,"Newark, NJ",2016,10
105,0CQ,YQB,"Quebec, Canada",TEB,"Teterboro, NJ",2016,5
106,0J,BFS,"Belfast, United Kingdom",SFO,"San Francisco, CA",2016,2
107,0J,BUF,"Buffalo, NY",GVA,"Geneva, Switzerland",2016,2
108,0J,EWR,"Newark, NJ",ZRH,"Zurich, Switzerland",2016,5
109,0J,FRG,"East Farmingdale, NY",YYZ,"Toronto, Canada",2016,2
110,0J,GVA,"Geneva, Switzerland",LAX,"Los Angeles, CA",2016,2
111,0J,GVA,"Geneva, Switzerland",LUK,"Cincinnati, OH",2016,4
112,0J,LAS,"Las Vegas, NV",ZRH,"Zurich, Switzerland",2016,9
113,0J,LUK,"Cincinnati, OH",YYZ,"Toronto, Canada",2016,4
114,0J,NAS,"Nassau, The Bahamas",ORF,"Norfolk, VA",2016,3
115,0J,OPF,"Miami, FL",LTN,"London, United Kingdom",2016,3
116,0J,ORL,"Orlando, FL",YUL,"Montreal, Canada",2016,2
117,0J,SNN,"Shannon, Ireland",EWR,"Newark, NJ",2016,5
118,0J,SNN,"Shannon, Ireland",TEB,"Teterboro, NJ",2016,3
119,0J,SXM,"Philipsburg, Sint Maarten",VNY,"Van Nuys, CA",2016,11
120,0J,TEB,"Teterboro, NJ",ZRH,"Zurich, Switzerland",2016,3
121,0J,TEB,"Teterboro, NJ",ZRH,"Zurich, Switzerland",2016,10
122,0J,VNY,"Van Nuys, CA",GVA,"Geneva, Switzerland",2016,11
123,0J,YUL,"Montreal, Canada",FRG,"East Farmingdale, NY",2016,2
124,0J,YYZ,"Toronto, Canada",BUF,"Buffalo, NY",2016,2
125,0J,ZRH,"Zurich, Switzerland",LAS,"Las Vegas, NV",2016,9
126,0J,ZRH,"Zurich, Switzerland",SFO,"San Francisco, CA",2016,10
127,0J,ZRH,"Zurich, Switzerland",TEB,"Teterboro, NJ",2016,10
128,0Q,AMS,"Amsterdam, Netherlands",BGR,"Bangor, ME",2016,2
129,0Q,AMS,"Amsterdam, Netherlands",EWR,"Newark, NJ",2016,8
130,0Q,AMS,"Amsterdam, Netherlands",MIA,"Miami, FL",2016,11
131,0Q,AMS,"Amsterdam, Netherlands",PVD,"Providence, RI",2016,11
132,0Q,ANR,"Antwerp, Belgium",BGR,"Bangor, ME",2016,6
133,0Q,ANR,"Antwerp, Belgium",BGR,"Bangor, ME",2016,10
134,0Q,ANR,"Antwerp, Belgium",HPN,"White Plains, NY",2016,3
135,0Q,ANR,"Antwerp, Belgium",HPN,"White Plains, NY",2016,11
136,0Q,ATH,"Athens, Greece",TEB,"Teterboro, NJ",2016,5
137,0Q,ATH,"Athens, Greece",TEB,"Teterboro, NJ",2016,11
138,0Q,BED,"Bedford, MA",BMA,"Stockholm, Sweden",2016,9
139,0Q,BGR,"Bangor, ME",AMS,"Amsterdam, Netherlands",2016,11
140,0Q,BGR,"Bangor, ME",EAU,"Eau Claire, WI",2016,10
141,0Q,BGR,"Bangor, ME",SMO,"Santa Monica, CA",2016,6
142,0Q,BGR,"Bangor, ME",TEB,"Teterboro, NJ",2016,7
143,0Q,BMA,"Stockholm, Sweden",LAX,"Los Angeles, CA",2016,3
144,0Q,BRU,"Brussels, Belgium",MIA,"Miami, FL",2016,11
145,0Q,BRU,"Brussels, Belgium",TEB,"Teterboro, NJ",2016,4
146,0Q,CLE,"Cleveland, OH",ANR,"Antwerp, Belgium",2016,6
147,0Q,DUS,"Dusseldorf, Germany",BED,"Bedford, MA",2016,9
148,0Q,EAU,"Eau Claire, WI",ANR,"Antwerp, Belgium",2016,10
149,0Q,EIN,"Eindhoven, Netherlands",TEB,"Teterboro, NJ",2016,5
150,0Q,EWR,"Newark, NJ",FAO,"Faro, Portugal",2016,8
151,0Q,GUA,"Guatemala City, Guatemala",PBI,"West Palm Beach/Palm Beach, FL",2016,2
152,0Q,HHN,"Hahn, Germany",VNY,"Van Nuys, CA",2016,4
153,0Q,HPN,"White Plains, NY",ANR,"Antwerp, Belgium",2016,1
154,0Q,HPN,"White Plains, NY",ANR,"Antwerp, Belgium",2016,3
155,0Q,HPN,"White Plains, NY",BRU,"Brussels, Belgium",2016,11
156,0Q,IAD,"Washington, DC",TEB,"Teterboro, NJ",2016,6
157,0Q,KJK,"Kortrijk, Belgium",HPN,"White Plains, NY",2016,1
158,0Q,LAS,"Las Vegas, NV",FAO,"Faro, Portugal",2016,1
159,0Q,LAX,"Los Angeles, CA",BMA,"Stockholm, Sweden",2016,3
160,0Q,LAX,"Los Angeles, CA",SXM,"Philipsburg, Sint Maarten",2016,3
161,0Q,LBG,"Paris, France",BGR,"Bangor, ME",2016,7
162,0Q,LBG,"Paris, France",TEB,"Teterboro, NJ",2016,3
163,0Q,LBG,"Paris, France",TEB,"Teterboro, NJ",2016,4
164,0Q,LBG,"Paris, France",TEB,"Teterboro, NJ",2016,5
165,0Q,LBG,"Paris, France",TEB,"Teterboro, NJ",2016,6
166,0Q,LTN,"London, United Kingdom",LAS,"Las Vegas, NV",2016,1
167,0Q,MDW,"Chicago, IL",RSW,"Fort Myers, FL",2016,6
168,0Q,MIA,"Miami, FL",AMS,"Amsterdam, Netherlands",2016,11
169,0Q,MIA,"Miami, FL",ATH,"Athens, Greece",2016,11
170,0Q,NAP,"Naples, Italy",TEB,"Teterboro, NJ",2016,5
171,0Q,NCE,"Nice, France",MDW,"Chicago, IL",2016,6
172,0Q,PBI,"West Palm Beach/Palm Beach, FL",FAB,"Farnborough, United Kingdom",2016,2
173,0Q,PVD,"Providence, RI",BGR,"Bangor, ME",2016,11
174,0Q,RSW,"Fort Myers, FL",RIX,"Riga, Latvia",2016,6
175,0Q,SMO,"Santa Monica, CA",CLE,"Cleveland, OH",2016,6
176,0Q,SXM,"Philipsburg, Sint Maarten",LAX,"Los Angeles, CA",2016,3
177,0Q,TEB,"Teterboro, NJ",ALA,"Almaty, Kazakhstan",2016,4
178,0Q,TEB,"Teterboro, NJ",ANR,"Antwerp, Belgium",2016,7
179,0Q,TEB,"Teterboro, NJ",ATH,"Athens, Greece",2016,5
180,0Q,TEB,"Teterboro, NJ",BCN,"Barcelona, Spain",2016,1
181,0Q,TEB,"Teterboro, NJ",CPH,"Copenhagen, Denmark",2016,4
182,0Q,TEB,"Teterboro, NJ",IAD,"Washington, DC",2016,6
183,0Q,TEB,"Teterboro, NJ",LBG,"Paris, France",2016,4
184,0Q,TEB,"Teterboro, NJ",LBG,"Paris, France",2016,5
185,0Q,TEB,"Teterboro, NJ",LBG,"Paris, France",2016,6
186,0Q,TEB,"Teterboro, NJ",LIS,"Lisbon, Portugal",2016,5
187,0Q,TEB,"Teterboro, NJ",MUC,"Munich, Germany",2016,11
188,0Q,VNY,"Van Nuys, CA",GVA,"Geneva, Switzerland",2016,4
189,0QQ,ANC,"Anchorage, AK",NRT,"Tokyo, Japan",2016,4
190,0QQ,AUS,"Austin, TX",LIR,"Liberia, Costa Rica",2016,9
191,0QQ,BDA,"Hamilton, Bermuda",BOS,"Boston, MA",2016,6
192,0QQ,BFI,"Seattle, WA",KIX,"Osaka, Japan",2016,8
193,0QQ,BHX,"Birmingham, United Kingdom",BGR,"Bangor, ME",2016,9
194,0QQ,BHX,"Birmingham, United Kingdom",BGR,"Bangor, ME",2016,11
195,0QQ,BHX,"Birmingham, United Kingdom",BGR,"Bangor, ME",2016,12
196,0QQ,BOS,"Boston, MA",BHX,"Birmingham, United Kingdom",2016,9
197,0QQ,BOS,"Boston, MA",STN,"London, United Kingdom",2016,5
198,0QQ,BOS,"Boston, MA",STN,"London, United Kingdom",2016,6
199,0QQ,FAB,"Farnborough, United Kingdom",TEB,"Teterboro, NJ",2016,11
200,0QQ,FAB,"Farnborough, United Kingdom",TEB,"Teterboro, NJ",2016,12
201,0QQ,FLL,"Fort Lauderdale, FL",BCN,"Barcelona, Spain",2016,4
202,0QQ,FLL,"Fort Lauderdale, FL",FAB,"Farnborough, United Kingdom",2016,2
203,0QQ,FLL,"Fort Lauderdale, FL",MSP,"Minneapolis, MN",2016,3
204,0QQ,FOK,"Westhampton, NY",TLV,"Tel Aviv, Israel",2016,8
205,0QQ,HNL,"Honolulu, HI",NAN,"Nadi, Fiji",2016,9
206,0QQ,KEF,"Keflavik/Reykjavik, Iceland",TEB,"Teterboro, NJ",2016,5
207,0QQ,KOA,"Kona, HI",PPT,"Papeete, French Polynesia",2016,1
208,0QQ,KOA,"Kona, HI",VLI,"Port Vila, Vanuatu",2016,6
209,0QQ,LAX,"Los Angeles, CA",GVA,"Geneva, Switzerland",2016,4
210,0QQ,LAX,"Los Angeles, CA",TLC,"Toluca, Mexico",2016,11
211,0QQ,LAX,"Los Angeles, CA",TLC,"Toluca, Mexico",2016,12
212,0QQ,LBG,"Paris, France",IAD,"Washington, DC",2016,5
213,0QQ,LTN,"London, United Kingdom",FLL,"Fort Lauderdale, FL",2016,3
214,0QQ,MCO,"Orlando, FL",LIM,"Lima, Peru",2016,1
215,0QQ,MIA,"Miami, FL",LBG,"Paris, France",2016,5
216,0QQ,MSP,"Minneapolis, MN",YYC,"Calgary, Canada",2016,4
217,0QQ,NCE,"Nice, France",FOK,"Westhampton, NY",2016,8
218,0QQ,PVR,"Puerto Vallarta, Mexico",HNL,"Honolulu, HI",2016,9
219,0QQ,RAK,"Marrakech, Morocco",BGR,"Bangor, ME",2016,5
220,0QQ,SFJ,"Sondre Stromfjord, Greenland",BGR,"Bangor, ME",2016,9
221,0QQ,SJU,"San Juan, PR",FLL,"Fort Lauderdale, FL",2016,2
222,0QQ,STN,"London, United Kingdom",BGR,"Bangor, ME",2016,1
223,0QQ,STN,"London, United Kingdom",LAX,"Los Angeles, CA",2016,4
224,0QQ,STN,"London, United Kingdom",RFD,"Rockford, IL",2016,1
225,0QQ,TEB,"Teterboro, NJ",GVA,"Geneva, Switzerland",2016,5
226,0QQ,TEB,"Teterboro, NJ",NHT,"Northolt, United Kingdom",2016,11
227,0QQ,TEB,"Teterboro, NJ",NHT,"Northolt, United Kingdom",2016,12
228,0QQ,VCP,"Sao Paulo, Brazil",FLL,"Fort Lauderdale, FL",2016,3
229,0QQ,YWG,"Winnipeg, Canada",BFI,"Seattle, WA",2016,8
230,0QQ,YYC,"Calgary, Canada",BFI,"Seattle, WA",2016,4
231,0RQ,AUS,"Austin, TX",TLC,"Toluca, Mexico",2016,10
232,0RQ,BDL,"Hartford, CT",MAD,"Madrid, Spain",2016,1
233,0RQ,BGR,"Bangor, ME",DTW,"Detroit, MI",2016,5
234,0RQ,BGR,"Bangor, ME",IAD,"Washington, DC",2016,10
235,0RQ,BGR,"Bangor, ME",ORL,"Orlando, FL",2016,11
236,0RQ,BOS,"Boston, MA",HPN,"White Plains, NY",2016,9
237,0RQ,BOS,"Boston, MA",MAD,"Madrid, Spain",2016,3
238,0RQ,BOS,"Boston, MA",TEB,"Teterboro, NJ",2016,3
239,0RQ,BOS,"Boston, MA",YUL,"Montreal, Canada",2016,2
240,0RQ,BRU,"Brussels, Belgium",BDL,"Hartford, CT",2016,1
241,0RQ,BRU,"Brussels, Belgium",BOS,"Boston, MA",2016,9
242,0RQ,CUN,"Cancun, Mexico",LAX,"Los Angeles, CA",2016,11
243,0RQ,DEN,"Denver, CO",LAX,"Los Angeles, CA",2016,10
244,0RQ,DEN,"Denver, CO",SAN,"San Diego, CA",2016,2
245,0RQ,DTW,"Detroit, MI",MAD,"Madrid, Spain",2016,3
246,0RQ,DTW,"Detroit, MI",MAD,"Madrid, Spain",2016,5
247,0RQ,EWR,"Newark, NJ",BOS,"Boston, MA",2016,2
248,0RQ,FAB,"Farnborough, United Kingdom",TEB,"Teterboro, NJ",2016,5
249,0RQ,FAR,"Fargo, ND",SJC,"San Jose, CA",2016,6
250,0RQ,FXE,"Fort Lauderdale, FL",IAD,"Washington, DC",2016,11
251,0RQ,GLA,"Glasgow, United Kingdom",TEB,"Teterboro, NJ",2016,4
252,0RQ,GLA,"Glasgow, United Kingdom",TEB,"Teterboro, NJ",2016,12
253,0RQ,HOU,"Houston, TX",SFO,"San Francisco, CA",2016,11
254,0RQ,HPN,"White Plains, NY",MAD,"Madrid, Spain",2016,3
255,0RQ,HPN,"White Plains, NY",MAD,"Madrid, Spain",2016,5
256,0RQ,HPN,"White Plains, NY",MAD,"Madrid, Spain",2016,9
257,0RQ,IAD,"Washington, DC",MAD,"Madrid, Spain",2016,4
258,0RQ,IAD,"Washington, DC",MAD,"Madrid, Spain",2016,10
259,0RQ,IAD,"Washington, DC",MAD,"Madrid, Spain",2016,10
260,0RQ,IAD,"Washington, DC",NAS,"Nassau, The Bahamas",2016,11
261,0RQ,JFK,"New York, NY",TLC,"Toluca, Mexico",2016,12
262,0RQ,LAX,"Los Angeles, CA",AEP,"Buenos Aires, Argentina",2016,11
263,0RQ,LAX,"Los Angeles, CA",AUS,"Austin, TX",2016,10
264,0RQ,LAX,"Los Angeles, CA",MAD,"Madrid, Spain",2016,10
265,0RQ,LAX,"Los Angeles, CA",OAK,"Oakland, CA",2016,2
266,0RQ,LGB,"Long Beach, CA",JFK,"New York, NY",2016,12
267,0RQ,MAD,"Madrid, Spain",BGR,"Bangor, ME",2016,5
268,0RQ,MAD,"Madrid, Spain",BGR,"Bangor, ME",2016,10
269,0RQ,MAD,"Madrid, Spain",BGR,"Bangor, ME",2016,11
270,0RQ,MAD,"Madrid, Spain",DEN,"Denver, CO",2016,10
271,0RQ,MAD,"Madrid, Spain",DTW,"Detroit, MI",2016,3
272,0RQ,MAD,"Madrid, Spain",EWR,"Newark, NJ",2016,2
273,0RQ,MAD,"Madrid, Spain",HPN,"White Plains, NY",2016,5
274,0RQ,MAD,"Madrid, Spain",IAD,"Washington, DC",2016,4
275,0RQ,MAD,"Madrid, Spain",IAD,"Washington, DC",2016,10
276,0RQ,MAD,"Madrid, Spain",MEM,"Memphis, TN",2016,2
277,0RQ,MAD,"Madrid, Spain",SAV,"Savannah, GA",2016,12
278,0RQ,MAD,"Madrid, Spain",SFO,"San Francisco, CA",2016,12
279,0RQ,MAD,"Madrid, Spain",TEB,"Teterboro, NJ",2016,6
280,0RQ,MAD,"Madrid, Spain",TEB,"Teterboro, NJ",2016,6
281,0RQ,MAD,"Madrid, Spain",TEB,"Teterboro, NJ",2016,11
282,0RQ,MAN,"Manchester, United Kingdom",HOU,"Houston, TX",2016,11
283,0RQ,MDW,"Chicago, IL",TEB,"Teterboro, NJ",2016,10
284,0RQ,MEM,"Memphis, TN",MAD,"Madrid, Spain",2016,2
285,0RQ,OAK,"Oakland, CA",MAD,"Madrid, Spain",2016,2
286,0RQ,ORL,"Orlando, FL",FXE,"Fort Lauderdale, FL",2016,11
287,0RQ,SAN,"San Diego, CA",LAX,"Los Angeles, CA",2016,2
288,0RQ,SAV,"Savannah, GA",MAD,"Madrid, Spain",2016,12
289,0RQ,SCQ,"Santiago de Compostela, Spain",BOS,"Boston, MA",2016,3
290,0RQ,SCQ,"Santiago de Compostela, Spain",STT,"Charlotte Amalie, VI",2016,3
291,0RQ,SCQ,"Santiago de Compostela, Spain",TEB,"Teterboro, NJ",2016,1
292,0RQ,SCQ,"Santiago de Compostela, Spain",TEB,"Teterboro, NJ",2016,3
293,0RQ,SCQ,"Santiago de Compostela, Spain",TEB,"Teterboro, NJ",2016,7
294,0RQ,SCQ,"Santiago de Compostela, Spain",TEB,"Teterboro, NJ",2016,8
295,0RQ,SCQ,"Santiago de Compostela, Spain",TEB,"Teterboro, NJ",2016,9
296,0RQ,SCQ,"Santiago de Compostela, Spain",TEB,"Teterboro, NJ",2016,10
297,0RQ,SCQ,"Santiago de Compostela, Spain",TEB,"Teterboro, NJ",2016,11
298,0RQ,SCQ,"Santiago de Compostela, Spain",TEB,"Teterboro, NJ",2016,12
299,0RQ,SFO,"San Francisco, CA",LGB,"Long Beach, CA",2016,12
300,0RQ,SFO,"San Francisco, CA",MAD,"Madrid, Spain",2016,11
301,0RQ,SFO,"San Francisco, CA",TLC,"Toluca, Mexico",2016,12
302,0RQ,SJC,"San Jose, CA",SNA,"Santa Ana, CA",2016,6
303,0RQ,SJC,"San Jose, CA",YYR,"Goose Bay, Canada",2016,6
304,0RQ,SLM,"Salamanca, Spain",HPN,"White Plains, NY",2016,3
305,0RQ,SNA,"Santa Ana, CA",SJC,"San Jose, CA",2016,6
306,0RQ,STT,"Charlotte Amalie, VI",SCQ,"Santiago de Compostela, Spain",2016,3
307,0RQ,TEB,"Teterboro, NJ",BGI,"Barbados/Bridgetown, Barbados",2016,1
308,0RQ,TEB,"Teterboro, NJ",BOS,"Boston, MA",2016,3
309,0RQ,TEB,"Teterboro, NJ",GLA,"Glasgow, United Kingdom",2016,12
310,0RQ,TEB,"Teterboro, NJ",LCG,"A Coruna, Spain",2016,5
311,0RQ,TEB,"Teterboro, NJ",MAD,"Madrid, Spain",2016,2
312,0RQ,TEB,"Teterboro, NJ",MAD,"Madrid, Spain",2016,6
313,0RQ,TEB,"Teterboro, NJ",MAD,"Madrid, Spain",2016,6
314,0RQ,TEB,"Teterboro, NJ",MAD,"Madrid, Spain",2016,7
315,0RQ,TEB,"Teterboro, NJ",MAD,"Madrid, Spain",2016,11
316,0RQ,TEB,"Teterboro, NJ",MBJ,"Montego Bay, Jamaica",2016,9
317,0RQ,TEB,"Teterboro, NJ",SCQ,"Santiago de Compostela, Spain",2016,3
318,0RQ,TEB,"Teterboro, NJ",SCQ,"Santiago de Compostela, Spain",2016,3
319,0RQ,TEB,"Teterboro, NJ",SCQ,"Santiago de Compostela, Spain",2016,8
320,0RQ,TEB,"Teterboro, NJ",SCQ,"Santiago de Compostela, Spain",2016,10
321,0RQ,TEB,"Teterboro, NJ",SCQ,"Santiago de Compostela, Spain",2016,11
322,0RQ,TEB,"Teterboro, NJ",SCQ,"Santiago de Compostela, Spain",2016,12
323,0RQ,TEB,"Teterboro, NJ",SLM,"Salamanca, Spain",2016,4
324,0RQ,TEB,"Teterboro, NJ",VIT,"Vitoria, Spain",2016,7
325,0RQ,TLC,"Toluca, Mexico",LAX,"Los Angeles, CA",2016,10
326,0RQ,TLC,"Toluca, Mexico",SFO,"San Francisco, CA",2016,12
327,0RQ,TLC,"Toluca, Mexico",TEB,"Teterboro, NJ",2016,7
328,0RQ,VIT,"Vitoria, Spain",TEB,"Teterboro, NJ",2016,2
329,0RQ,YUL,"Montreal, Canada",TEB,"Teterboro, NJ",2016,3
330,0RQ,YYT,"St. John's, Canada",FAR,"Fargo, ND",2016,6
331,0RQ,YYZ,"Toronto, Canada",DEN,"Denver, CO",2016,2
332,0RQ,YYZ,"Toronto, Canada",MDW,"Chicago, IL",2016,10
333,0UQ,BGR,"Bangor, ME",SNN,"Shannon, Ireland",2016,8
334,0UQ,EWR,"Newark, NJ",TMP,"Tampere, Finland",2016,2
335,0UQ,GVA,"Geneva, Switzerland",ATL,"Atlanta, GA",2016,4
336,0UQ,GVA,"Geneva, Switzerland",MHT,"Manchester, NH",2016,5
337,0UQ,GVA,"Geneva, Switzerland",SAV,"Savannah, GA",2016,10
338,0UQ,IND,"Indianapolis, IN",LIS,"Lisbon, Portugal",2016,5
339,0UQ,LAX,"Los Angeles, CA",LBG,"Paris, France",2016,4
340,0UQ,LTN,"London, United Kingdom",IND,"Indianapolis, IN",2016,2
341,0UQ,MHT,"Manchester, NH",GVA,"Geneva, Switzerland",2016,5
